dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,53.1,52.9,53.2,53.7,49.3,49.1,49.7,47.9,45.1,44.6,45.8,46.1,47.3,48.7,49.4,50.3,50.6,50.7,51.8,52.1,52.8,52.2,49.3
