dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,99.1,99.6,100.6,100.9,91.8,99.6,101.2,96.3,94.3,99.0,102.7,100.7,102.6,103.0,101.4,101.8,100.6,100.2,102.2,100.6,101.3,98.9,94.4
