dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,11.1,10.7,10.7,10.6,10.6,8.3,8.2,8.3,8.3,8.2,5.4,5.0,5.0,5.0,5.0,5.0,5.0,3.4,5.0,5.0,5.0,5.0,5.0
