dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,90.5,175.0,100.0,98.5,100.0,93.1,85.2,102.5,100.9,74.5,96.3,57.1,100.0,97.7,114.0,103.4,126.0,122.2,81.8,106.3,94.3,109.2,94.2
