dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,103.9,104.5,106.8,107.8,109.9,110.7,112.5,114.4,117.3,124.3,127.0,131.5,142.8,151.8,163.9,176.6,195.5,203.4,208.3,222.0,232.9,241.8,239.6
