dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,100.6,102.2,100.7,100.6,98.4,98.0,100.3,100.0,100.2,101.8,100.5,100.6,106.3,104.3,106.0,105.7,108.3,103.1,102.0,105.4,103.5,102.9,97.9
