dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,11.6,10.9,11.2,11.0,10.4,9.4,9.4,9.2,9.3,9.0,9.3,9.3,9.2,8.7,8.1,7.7,7.7,7.8,7.8,8.5,7.6,7.6,6.7
