dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,102.1,100.6,102.2,100.9,101.9,100.7,101.6,101.7,102.4,106.0,102.2,103.5,108.6,106.3,108.0,107.7,110.7,104.0,102.4,106.6,104.9,103.8,99.1
