dia phuong,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,96,216,103,172,83,160,73,133,106,161,98,136,161,176,181,286,160,300,,,38.0
