Phân theo địa phương,Năm,Thành phố trực thuộc tỉnh,Quận,Thị xã,Huyện,Phường,Thị trấn,Xã
geoId-QNH,2010,2.00,,2.00,10.0,48.00,11.0,127.00
geoId-QNH,2011,3.00,,2.00,9.0,61.00,10.0,115.00
geoId-QNH,2012,4.00,,1.00,9.0,61.00,10.0,115.00
geoId-QNH,2013,4.00,,1.00,9.0,61.00,10.0,115.00
geoId-QNH,2014,4.00,,1.00,9.0,61.00,10.0,115.00
geoId-QNH,2015,4.00,,2.00,8.0,67.00,8.0,111.00
geoId-QNH,2016,4.00,,2.00,8.0,67.00,8.0,111.00
geoId-QNH,2017,4.00,,2.00,8.0,67.00,8.0,111.00
geoId-QNH,2018,4.00,,2.00,8.0,67.00,8.0,111.00
geoId-QNH,2019,4.00,,2.00,8.0,71.00,8.0,107.00
geoId-QNH,2020,4.00,,2.00,7.0,72.00,7.0,98.00
geoId-QNH,2021,4.00,,2.00,7.0,72.00,7.0,98.00
geoId-QTI,2009,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2010,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2011,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2012,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2013,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2014,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2015,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2016,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2017,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2018,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2019,1.00,,1.00,8.0,13.00,11.0,117.00
geoId-QTI,2020,1.00,,1.00,8.0,13.00,11.0,101.00
geoId-QTI,2021,1.00,,1.00,8.0,13.00,11.0,101.00
geoId-STG,2009,1.00,,,10.0,10.00,12.0,87.00
geoId-STG,2010,1.00,,,10.0,10.00,12.0,87.00
geoId-STG,2011,1.00,,1.00,9.0,14.00,12.0,83.00
geoId-STG,2012,1.00,,1.00,9.0,14.00,12.0,83.00
geoId-STG,2013,1.00,,2.00,8.0,17.00,12.0,80.00
geoId-STG,2014,1.00,,2.00,8.0,17.00,12.0,80.00
geoId-STG,2015,1.00,,2.00,8.0,17.00,12.0,80.00
geoId-STG,2016,1.00,,2.00,8.0,17.00,12.0,80.00
geoId-STG,2017,1.00,,2.00,8.0,17.00,12.0,80.00
geoId-STG,2018,1.00,,2.00,8.0,17.00,12.0,80.00
geoId-STG,2019,1.00,,2.00,8.0,17.00,12.0,80.00
geoId-STG,2020,1.00,,2.00,8.0,17.00,12.0,80.00
geoId-STG,2021,1.00,,2.00,8.0,17.00,12.0,80.00
geoId-SLA,2009,1.00,,,10.0,6.00,9.0,191.00
geoId-SLA,2010,1.00,,,10.0,7.00,9.0,190.00
geoId-SLA,2011,1.00,,,9.0,7.00,9.0,188.00
geoId-SLA,2012,1.00,,,10.0,7.00,9.0,188.00
geoId-SLA,2013,1.00,,,11.0,7.00,9.0,188.00
geoId-SLA,2014,1.00,,,11.0,7.00,9.0,188.00
geoId-SLA,2015,1.00,,,11.0,7.00,9.0,188.00
geoId-SLA,2016,1.00,,,11.0,7.00,9.0,188.00
geoId-SLA,2017,1.00,,,11.0,7.00,9.0,188.00
geoId-SLA,2018,1.00,,,11.0,7.00,9.0,188.00
geoId-SLA,2019,1.00,,,11.0,7.00,9.0,188.00
geoId-SLA,2020,1.00,,,11.0,7.00,9.0,188.00
geoId-SLA,2021,1.00,,,11.0,7.00,9.0,188.00
geoId-THA,2009,1.00,,2.00,24.0,22.00,30.0,585.00
geoId-THA,2010,1.00,,2.00,24.0,22.00,30.0,585.00
geoId-THA,2011,1.00,,2.00,24.0,22.00,30.0,585.00
geoId-THA,2012,1.00,,2.00,24.0,24.00,28.0,585.00
geoId-THA,2013,1.00,,2.00,24.0,30.00,28.0,579.00
geoId-THA,2014,1.00,,2.00,24.0,30.00,28.0,579.00
geoId-THA,2015,1.00,,2.00,24.0,30.00,28.0,577.00
geoId-THA,2016,1.00,,2.00,24.0,30.00,28.0,577.00
geoId-THA,2017,2.00,,1.00,24.0,34.00,28.0,573.00
geoId-THA,2018,2.00,,1.00,24.0,34.00,28.0,573.00
geoId-THA,2019,2.00,,1.00,24.0,34.00,29.0,496.00
geoId-THA,2020,2.00,,2.00,23.0,50.00,28.0,481.00
geoId-THA,2021,2.00,,2.00,23.0,60.00,30.0,469.00
geoId-TNN,2009,1.00,,1.00,7.0,23.00,13.0,144.00
geoId-TNN,2010,1.00,,1.00,7.0,23.00,13.0,144.00
geoId-TNN,2011,,,1.00,6.0,25.00,13.0,143.00
geoId-TNN,2012,1.00,,1.00,7.0,25.00,13.0,143.00
geoId-TNN,2013,1.00,,1.00,7.0,25.00,13.0,142.00
geoId-TNN,2014,1.00,,1.00,7.0,25.00,13.0,142.00
geoId-TNN,2015,2.00,,1.00,6.0,30.00,10.0,140.00
geoId-TNN,2016,2.00,,1.00,6.0,30.00,10.0,140.00
geoId-TNN,2017,2.00,,1.00,6.0,32.00,9.0,139.00
geoId-TNN,2018,2.00,,1.00,6.0,32.00,9.0,139.00
geoId-TNN,2019,2.00,,1.00,6.0,32.00,9.0,139.00
geoId-TNN,2020,2.00,,1.00,6.0,32.00,9.0,137.00
geoId-TNN,2021,2.00,,1.00,6.0,32.00,9.0,137.00
geoId-TBH,2009,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2010,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2011,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2012,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2013,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2014,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2015,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2016,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2017,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2018,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2019,1.00,,,7.0,10.00,9.0,267.00
geoId-TBH,2020,1.00,,,7.0,10.00,9.0,241.00
geoId-TBH,2021,1.00,,,7.0,10.00,9.0,241.00
geoId-TTH,2009,1.00,,,8.0,24.00,9.0,119.00
geoId-TTH,2010,1.00,,1.00,7.0,32.00,8.0,112.00
geoId-TTH,2011,1.00,,2.00,6.0,39.00,8.0,105.00
geoId-TTH,2012,1.00,,2.00,6.0,39.00,8.0,105.00
geoId-TTH,2013,1.00,,2.00,6.0,39.00,8.0,105.00
geoId-TTH,2014,1.00,,2.00,6.0,39.00,8.0,105.00
geoId-TTH,2015,1.00,,2.00,6.0,39.00,8.0,105.00
geoId-TTH,2016,1.00,,2.00,6.0,39.00,8.0,105.00
geoId-TTH,2017,1.00,,2.00,6.0,39.00,8.0,105.00
geoId-TTH,2018,1.00,,2.00,6.0,39.00,8.0,105.00
geoId-TTH,2019,1.00,,2.00,6.0,39.00,8.0,105.00
geoId-TTH,2020,1.00,,2.00,6.0,39.00,8.0,98.00
geoId-TTH,2021,1.00,,2.00,6.0,39.00,7.0,95.00
geoId-TGG,2009,1.00,,1.00,8.0,16.00,7.0,146.00
geoId-TGG,2010,1.00,,1.00,8.0,16.00,8.0,145.00
geoId-TGG,2011,1.00,,1.00,8.0,16.00,8.0,145.00
geoId-TGG,2012,1.00,,1.00,8.0,16.00,8.0,145.00
geoId-TGG,2013,1.00,,2.00,8.0,22.00,7.0,144.00
geoId-TGG,2014,1.00,,2.00,8.0,22.00,7.0,144.00
geoId-TGG,2015,1.00,,2.00,8.0,22.00,7.0,144.00
geoId-TGG,2016,1.00,,2.00,8.0,22.00,7.0,144.00
geoId-TGG,2017,1.00,,2.00,8.0,22.00,7.0,144.00
geoId-TGG,2018,1.00,,2.00,8.0,22.00,7.0,144.00
geoId-TGG,2019,1.00,,2.00,8.0,22.00,7.0,144.00
geoId-TGG,2020,1.00,,2.00,8.0,22.00,7.0,143.00
geoId-TGG,2021,1.00,,2.00,8.0,22.00,7.0,143.00
geoId-HCM,2009,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2010,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2011,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2012,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2013,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2014,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2015,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2016,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2017,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2018,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2019,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2020,,19.0,,5.0,259.00,5.0,58.00
geoId-HCM,2021,1.00,16.0,,5.0,249.00,5.0,58.00
geoId-NT,2009,9.00,,9.00,119.0,118.00,139.0,2283.00
geoId-NT,2010,10.00,,8.00,119.0,124.00,142.0,2274.00
geoId-NT,2011,10.00,,8.00,120.0,126.00,143.0,2275.00
geoId-NT,2012,11.00,,7.00,122.0,130.00,143.0,2294.00
geoId-NT,2013,13.00,,5.00,123.0,136.00,143.0,2287.00
geoId-NT,2014,13.00,,5.00,123.0,136.00,143.0,2287.00
geoId-NT,2015,15.00,,4.00,122.0,143.00,140.0,2283.00
geoId-NT,2016,15.00,,4.00,122.0,143.00,140.0,2283.00
geoId-NT,2017,15.00,,4.00,122.0,145.00,139.0,2282.00
geoId-NT,2018,15.00,,4.00,122.0,145.00,139.0,2282.00
geoId-NT,2019,15.00,,4.00,122.0,145.00,139.0,2282.00
geoId-NT,2020,15.00,,5.00,117.0,153.00,136.0,2038.00
geoId-NT,2021,15.00,,5.00,117.0,155.00,138.0,2034.00
geoId-TVH,2009,,,1.00,7.0,9.00,10.0,85.00
geoId-TVH,2010,1.00,,,7.0,9.00,10.0,85.00
geoId-TVH,2011,1.00,,,7.0,9.00,11.0,85.00
geoId-TVH,2012,1.00,,,7.0,9.00,11.0,85.00
geoId-TVH,2013,1.00,,,7.0,9.00,11.0,85.00
geoId-TVH,2014,1.00,,,7.0,9.00,11.0,85.00
geoId-TVH,2015,1.00,,1.00,7.0,11.00,10.0,85.00
geoId-TVH,2016,1.00,,1.00,7.0,11.00,10.0,85.00
geoId-TVH,2017,1.00,,1.00,7.0,11.00,10.0,85.00
geoId-TVH,2018,1.00,,1.00,7.0,11.00,10.0,85.00
geoId-TVH,2019,1.00,,1.00,7.0,11.00,10.0,85.00
geoId-TVH,2020,1.00,,1.00,7.0,11.00,10.0,85.00
geoId-TVH,2021,1.00,,1.00,7.0,11.00,10.0,85.00
geoId-TQG,2009,,,1.00,5.0,7.00,5.0,129.00
geoId-TQG,2010,1.00,,,5.0,7.00,5.0,129.00
geoId-TQG,2011,1.00,,,6.0,7.00,5.0,129.00
geoId-TQG,2012,1.00,,,6.0,7.00,5.0,129.00
geoId-TQG,2013,1.00,,,6.0,7.00,5.0,129.00
geoId-TQG,2014,1.00,,,6.0,7.00,5.0,129.00
geoId-TQG,2015,1.00,,,6.0,7.00,5.0,129.00
geoId-TQG,2016,1.00,,,6.0,7.00,5.0,129.00
geoId-TQG,2017,1.00,,,6.0,7.00,5.0,129.00
geoId-TQG,2018,1.00,,,6.0,7.00,5.0,129.00
geoId-TQG,2019,1.00,,,6.0,7.00,5.0,129.00
geoId-TQG,2020,1.00,,,6.0,10.00,4.0,124.00
geoId-TQG,2021,1.00,,,6.0,10.00,6.0,122.00
geoId-TNN,2009,4.00,,5.00,52.0,77.00,47.0,598.00
geoId-TNN,2010,5.00,,4.00,52.0,77.00,47.0,598.00
geoId-TNN,2011,5.00,,4.00,52.0,77.00,47.0,598.00
geoId-TNN,2012,5.00,,4.00,52.0,77.00,47.0,598.00
geoId-TNN,2013,5.00,,4.00,52.0,77.00,49.0,600.00
geoId-TNN,2014,5.00,,4.00,52.0,77.00,49.0,600.00
geoId-TNN,2015,5.00,,4.00,53.0,77.00,49.0,600.00
geoId-TNN,2016,5.00,,4.00,53.0,77.00,49.0,600.00
geoId-TNN,2017,5.00,,4.00,53.0,77.00,49.0,600.00
geoId-TNN,2018,5.00,,4.00,53.0,77.00,50.0,599.00
geoId-TNN,2019,5.00,,4.00,53.0,77.00,51.0,598.00
geoId-TNN,2020,6.00,,3.00,53.0,78.00,51.0,590.00
geoId-TNN,2021,6.00,,3.00,53.0,78.00,51.0,590.00
geoId-TNH,2009,,,1.00,8.0,5.00,8.0,82.00
geoId-TNH,2010,,,1.00,8.0,5.00,8.0,82.00
geoId-TNH,2011,,,1.00,8.0,5.00,8.0,82.00
geoId-TNH,2012,,,1.00,8.0,5.00,8.0,82.00
geoId-TNH,2013,1.00,,,8.0,7.00,8.0,80.00
geoId-TNH,2014,1.00,,,8.0,7.00,8.0,80.00
geoId-TNH,2015,1.00,,,8.0,7.00,8.0,80.00
geoId-TNH,2016,1.00,,,8.0,7.00,8.0,80.00
geoId-TNH,2017,1.00,,,8.0,7.00,8.0,80.00
geoId-TNH,2018,1.00,,,8.0,7.00,8.0,80.00
geoId-TNH,2019,1.00,,,8.0,7.00,8.0,80.00
geoId-TNH,2020,1.00,,2.00,6.0,17.00,6.0,71.00
geoId-TNH,2021,1.00,,2.00,6.0,17.00,6.0,71.00
geoId-VLG,2009,1.00,,,7.0,7.00,6.0,94.00
geoId-VLG,2010,1.00,,,7.0,7.00,6.0,94.00
geoId-VLG,2011,1.00,,,7.0,7.00,6.0,94.00
geoId-VLG,2012,1.00,,1.00,6.0,10.00,5.0,94.00
geoId-VLG,2013,1.00,,1.00,6.0,10.00,5.0,94.00
geoId-VLG,2014,1.00,,1.00,6.0,10.00,5.0,94.00
geoId-VLG,2015,1.00,,1.00,6.0,10.00,5.0,94.00
geoId-VLG,2016,1.00,,1.00,6.0,10.00,5.0,94.00
geoId-VLG,2017,1.00,,1.00,6.0,10.00,5.0,94.00
geoId-VLG,2018,1.00,,1.00,6.0,10.00,5.0,94.00
geoId-VLG,2019,1.00,,1.00,6.0,10.00,5.0,94.00
geoId-VLG,2020,1.00,,1.00,6.0,14.00,6.0,87.00
geoId-VLG,2021,1.00,,1.00,6.0,14.00,6.0,87.00
geoId-VPC,2009,1.00,,1.00,7.0,13.00,12.0,112.00
geoId-VPC,2010,1.00,,1.00,7.0,13.00,12.0,112.00
geoId-VPC,2011,1.00,,1.00,7.0,13.00,12.0,112.00
geoId-VPC,2012,1.00,,1.00,7.0,13.00,12.0,112.00
geoId-VPC,2013,1.00,,1.00,7.0,13.00,12.0,112.00
geoId-VPC,2014,1.00,,1.00,7.0,13.00,12.0,112.00
geoId-VPC,2015,1.00,,1.00,7.0,13.00,12.0,112.00
geoId-VPC,2016,1.00,,1.00,7.0,13.00,12.0,112.00
geoId-VPC,2017,1.00,,1.00,7.0,13.00,12.0,112.00
geoId-VPC,2018,2.00,,,7.0,15.00,12.0,110.00
geoId-VPC,2019,2.00,,,7.0,15.00,12.0,110.00
geoId-VPC,2020,2.00,,,7.0,15.00,16.0,105.00
geoId-VPC,2021,2.00,,,7.0,15.00,16.0,105.00
geoId-YBI,2009,1.00,,1.00,7.0,11.00,10.0,159.00
geoId-YBI,2010,1.00,,1.00,7.0,11.00,10.0,159.00
geoId-YBI,2011,1.00,,1.00,7.0,11.00,10.0,159.00
geoId-YBI,2012,1.00,,1.00,7.0,11.00,10.0,159.00
geoId-YBI,2013,1.00,,1.00,7.0,13.00,10.0,157.00
geoId-YBI,2014,1.00,,1.00,7.0,13.00,10.0,157.00
geoId-YBI,2015,1.00,,1.00,7.0,13.00,10.0,157.00
geoId-YBI,2016,1.00,,1.00,7.0,13.00,10.0,157.00
geoId-YBI,2017,1.00,,1.00,7.0,13.00,10.0,157.00
geoId-YBI,2018,1.00,,1.00,7.0,13.00,10.0,157.00
geoId-YBI,2019,1.00,,1.00,7.0,13.00,10.0,157.00
geoId-YBI,2020,1.00,,1.00,7.0,13.00,10.0,150.00
geoId-YBI,2021,1.00,,1.00,7.0,13.00,10.0,150.00
geoId-DBN,2009,1.00,,1.00,7.0,9.00,5.0,98.00
geoId-DBN,2010,1.00,,1.00,7.0,9.00,5.0,98.00
geoId-DBN,2011,1.00,,1.00,7.0,9.00,5.0,98.00
geoId-DBN,2012,1.00,,1.00,8.0,9.00,5.0,116.00
geoId-DBN,2013,1.00,,1.00,8.0,9.00,5.0,116.00
geoId-DBN,2014,1.00,,1.00,8.0,9.00,5.0,116.00
geoId-DBN,2015,1.00,,1.00,8.0,9.00,5.0,116.00
geoId-DBN,2016,1.00,,1.00,8.0,9.00,5.0,116.00
geoId-DBN,2017,1.00,,1.00,8.0,9.00,5.0,116.00
geoId-DBN,2018,1.00,,1.00,8.0,9.00,5.0,116.00
geoId-DBN,2019,1.00,,1.00,8.0,9.00,5.0,116.00
geoId-DBN,2020,1.00,,1.00,8.0,9.00,5.0,115.00
geoId-DBN,2021,1.00,,1.00,8.0,9.00,5.0,115.00
geoId-DNG,2009,,6.0,,2.0,45.00,,11.00
geoId-DNG,2010,,6.0,,2.0,45.00,,11.00
geoId-DNG,2011,,6.0,,2.0,45.00,,11.00
geoId-DNG,2012,,6.0,,2.0,45.00,,11.00
geoId-DNG,2013,,6.0,,2.0,45.00,,11.00
geoId-DNG,2014,,6.0,,2.0,45.00,,11.00
geoId-DNG,2015,,6.0,,2.0,45.00,,11.00
geoId-DNG,2016,,6.0,,2.0,45.00,,11.00
geoId-DNG,2017,,6.0,,2.0,45.00,,11.00
geoId-DNG,2018,,6.0,,2.0,45.00,,11.00
geoId-DNG,2019,,6.0,,2.0,45.00,,11.00
geoId-DNG,2020,,6.0,,2.0,45.00,,11.00
geoId-DNG,2021,,6.0,,2.0,45.00,,11.00
geoId-ST,2009,2.00,19.0,7.00,41.0,342.00,40.0,490.00
geoId-ST,2010,2.00,19.0,7.00,41.0,342.00,40.0,490.00
geoId-ST,2011,2.00,19.0,9.00,39.0,356.00,37.0,479.00
geoId-ST,2012,4.00,19.0,7.00,39.0,356.00,37.0,479.00
geoId-ST,2013,5.00,19.0,8.00,39.0,374.00,33.0,465.00
geoId-ST,2014,5.00,19.0,8.00,39.0,374.00,33.0,465.00
geoId-ST,2015,5.00,19.0,8.00,40.0,374.00,33.0,465.00
geoId-ST,2016,5.00,19.0,8.00,40.0,374.00,33.0,465.00
geoId-ST,2017,5.00,19.0,8.00,40.0,374.00,33.0,465.00
geoId-ST,2018,6.00,19.0,8.00,39.0,380.00,35.0,457.00
geoId-ST,2019,7.00,19.0,7.00,39.0,391.00,37.0,443.00
geoId-ST,2020,9.00,19.0,7.00,37.0,405.00,35.0,430.00
geoId-ST,2021,10.00,16.0,7.00,37.0,395.00,37.0,428.00
geoId-DLK,2009,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2010,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2011,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2012,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2013,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2014,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2015,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2016,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2017,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2018,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2019,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2020,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DLK,2021,1.00,,1.00,13.0,20.00,12.0,152.00
geoId-DNG1,2009,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2010,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2011,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2012,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2013,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2014,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2015,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2016,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2017,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2018,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2019,,,1.00,7.0,5.00,5.0,61.00
geoId-DNG1,2020,1.00,,,7.0,6.00,5.0,60.00
geoId-DNG1,2021,1.00,,,7.0,6.00,5.0,60.00
geoId-MRD,2009,9.00,5.0,10.00,106.0,182.00,124.0,1306.00
geoId-MRD,2010,12.00,5.0,7.00,106.0,182.00,125.0,1304.00
geoId-MRD,2011,12.00,5.0,8.00,105.0,186.00,128.0,1299.00
geoId-MRD,2012,12.00,5.0,9.00,104.0,189.00,127.0,1299.00
geoId-MRD,2013,14.00,5.0,10.00,103.0,202.00,125.0,1294.00
geoId-MRD,2014,14.00,5.0,10.00,103.0,202.00,125.0,1294.00
geoId-MRD,2015,14.00,5.0,13.00,102.0,211.00,120.0,1293.00
geoId-MRD,2016,14.00,5.0,13.00,102.0,211.00,120.0,1293.00
geoId-MRD,2017,14.00,5.0,13.00,102.0,211.00,120.0,1293.00
geoId-MRD,2018,15.00,5.0,12.00,102.0,212.00,120.0,1292.00
geoId-MRD,2019,15.00,5.0,12.00,102.0,212.00,122.0,1290.00
geoId-MRD,2020,17.00,5.0,10.00,102.0,215.00,124.0,1267.00
geoId-MRD,2021,18.00,5.0,10.00,101.0,217.00,125.0,1263.00
geoId-RRD,2009,10.00,17.0,6.00,96.0,373.00,124.0,1955.00
geoId-RRD,2010,10.00,17.0,7.00,95.0,387.00,121.0,1944.00
geoId-RRD,2011,11.00,17.0,7.00,94.0,400.00,120.0,1932.00
geoId-RRD,2012,12.00,17.0,6.00,94.0,400.00,120.0,1931.00
geoId-RRD,2013,12.00,19.0,6.00,93.0,433.00,119.0,1906.00
geoId-RRD,2014,12.00,19.0,6.00,93.0,433.00,119.0,1906.00
geoId-RRD,2015,13.00,19.0,6.00,92.0,440.00,117.0,1901.00
geoId-RRD,2016,13.00,19.0,6.00,92.0,440.00,117.0,1901.00
geoId-RRD,2017,13.00,19.0,6.00,92.0,440.00,117.0,1901.00
geoId-RRD,2018,14.00,19.0,5.00,92.0,442.00,118.0,1898.00
geoId-RRD,2019,15.00,19.0,6.00,90.0,480.00,114.0,1834.00
geoId-RRD,2020,15.00,19.0,7.00,88.0,484.00,116.0,1769.00
geoId-RRD,2021,16.00,19.0,6.00,88.0,489.00,116.0,1764.00
geoId-DNI,2009,1.00,,1.00,9.0,29.00,6.0,136.00
geoId-DNI,2010,1.00,,1.00,9.0,29.00,6.0,136.00
geoId-DNI,2011,1.00,,1.00,9.0,29.00,6.0,136.00
geoId-DNI,2012,1.00,,1.00,9.0,29.00,6.0,136.00
geoId-DNI,2013,1.00,,1.00,9.0,29.00,6.0,136.00
geoId-DNI,2014,1.00,,1.00,9.0,29.00,6.0,136.00
geoId-DNI,2015,1.00,,1.00,9.0,29.00,6.0,136.00
geoId-DNI,2016,1.00,,1.00,9.0,29.00,6.0,136.00
geoId-DNI,2017,1.00,,1.00,9.0,29.00,6.0,136.00
geoId-DNI,2018,1.00,,1.00,9.0,29.00,6.0,136.00
geoId-DNI,2019,2.00,,,9.0,40.00,8.0,122.00
geoId-DNI,2020,2.00,,,9.0,40.00,8.0,122.00
geoId-DNI,2021,2.00,,,9.0,40.00,9.0,121.00
geoId-DTP,2009,1.00,,2.00,9.0,17.00,8.0,119.00
geoId-DTP,2010,1.00,,2.00,9.0,17.00,8.0,119.00
geoId-DTP,2011,1.00,,2.00,9.0,17.00,8.0,119.00
geoId-DTP,2012,1.00,,2.00,9.0,17.00,8.0,119.00
geoId-DTP,2013,2.00,,1.00,9.0,17.00,8.0,119.00
geoId-DTP,2014,2.00,,1.00,9.0,17.00,8.0,119.00
geoId-DTP,2015,2.00,,1.00,9.0,17.00,8.0,119.00
geoId-DTP,2016,2.00,,1.00,9.0,17.00,8.0,119.00
geoId-DTP,2017,2.00,,1.00,9.0,17.00,8.0,119.00
geoId-DTP,2018,2.00,,1.00,9.0,17.00,8.0,119.00
geoId-DTP,2019,2.00,,1.00,9.0,17.00,9.0,118.00
geoId-DTP,2020,3.00,,,9.0,19.00,9.0,115.00
geoId-DTP,2021,3.00,,0.00,9.0,19.00,9.0,115.00
