dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,32.0,29.8,24.3,24.3,22.1,17.7,16.1,14.3,13.3,12.8,13.7,13.4,14.5,14.7,14.6,14.7,14.9,13.5,10.6,10.1,9.1,8.7,8.1,7.2,6.3,5.7,5.4,4.8
