dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,939.5,1577.3,2624.5,2400.5,2914.7,3287.0,2591.7,2559.8,2589.0,5274.2,5415.0,5986.2,6608.4,7218.2,8552.8,9288.7,9477.6,9918.4,11062.2,11791.16,5789.42,3316.95,7386.26
geoId-VNM,7674.0,9982.0,14676.4,16497.0,18426.0,21578.5,22263.2,27023.1,33618.6,46728.1,57897.3,61405.4,70085.4,77863.8,90571.6,102200.0,117037.8,132837.9,144683.1,162046.62,78083.8,60453.24,124641.15
