dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,10330.0,14092.0,19610.6,20684.2,24102.2,26905.1,28107.3,35058.9,40351.9,54323.4,66535.2,71216.3,79680.0,87432.9,100441.5,114011.0,129735.2,146585.2,159640.6,179365.49,85297.75,63602.71,135432.33
