dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,99.0,97.0,97.8,150.7,596.0,370.6,403.0,360.8,376.1,455.7,433.4,461.0,404.5,390.7,429.6,493.0,588.8,698.3,777.9,844.85,87.99,2.32,94.38
