dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,117.04,112.42,112.82,108.74,102.29,108.69,106.05,107.05,109.22,105.58,104.3,106.29,108.9,107.24,108.96,78.86,79.9,140.88
