dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,106.03,105.29,106.03,105.82,106.63,107.08,107.94,106.49,105.21,106.36,107.07,106.86,107.18,108.05,109.26,102.57,101.85,108.89
