dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,80731.0,81997.0,90862.0,97108.0,118984.0,135658.0,124817.0,127021.0,140709.0,146967.0,211461.0,214967.0,279306.0
