dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,34047.0,36954.0,51207.0,48732.0,36698.0,37282.0,42173.0,46267.0,45659.0,46505.0,39415.0,30225.0,29779.0
