dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,8123.0,8979.0,13536.0,11763.0,7378.0,11405.0,9916.0,11142.0,9601.0,9906.0,10227.0,8343.0,8819.0
