dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,5150.0,5912.0,8175.0,7193.0,9157.0,10091.0,10382.0,9228.0,6635.0,5112.0,6194.0,6014.0,6929.0
