"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-HGG,,,,,,,,,24.0,45.0,34.0,25.0,27.0,27.0,19.0,15.0,3.0,3.0,4.0,5.0,5.0,33.0,34.0,35.0,38.0,38.0,39.0,37.0
geoId-KHA,1923.0,2345.0,2545.0,3848.0,3808.0,6928.0,8200.0,6609.0,8072.0,5968.0,5330.0,6368.0,6478.0,7569.0,6949.0,7198.0,7857.0,7620.0,7046.0,7268.0,6518.0,5752.0,4271.0,2878.0,3865.0,4079.0,4095.0,4244.0
geoId-KGG,1861.0,1061.0,918.0,1122.0,1062.0,1764.0,4800.0,6675.0,10183.0,15228.0,18461.0,22847.0,28350.0,28601.0,31207.0,34765.0,39668.0,40292.0,41978.0,51430.0,52210.0,56875.0,66290.0,74160.0,82767.0,98109.0,104126.0,110600.0
geoId-LCU,,,,,1.2,1.0,1.0,1.0,1.0,4.0,7.0,7.0,8.0,6.0,6.0,9.0,6.0,6.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,10.0,5.0
geoId-LAN,51.0,157.0,146.0,142.0,373.8,595.0,1725.0,2202.0,4264.0,4072.0,6014.0,7190.0,6968.0,5720.0,7333.0,6659.0,8911.0,10178.0,11808.0,12515.0,12061.0,10513.0,12073.0,14021.0,14424.0,15030.0,16105.0,21018.0
geoId-LDG,,,,,,,,,4.0,1.0,2.0,3.0,6.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,,,,,,1.0,1.0,0.0
geoId-LSN,,,,,,1.0,,,3.0,8.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,8.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
geoId-NDH,394.0,565.0,617.0,721.0,796.0,1039.0,1284.0,1660.0,2075.0,2237.0,1904.0,2008.0,1906.0,1900.0,1896.0,2007.0,2120.0,2480.0,2741.0,2967.0,3967.0,4770.0,5323.0,5560.0,6202.0,6731.0,7296.0,7807.0
geoId-NAN,330.0,150.7,48.1,125.0,68.3,149.0,409.0,550.0,855.0,891.0,1180.0,1750.0,1914.0,1937.0,2736.0,4069.0,5830.0,4405.0,5441.0,5467.0,5203.0,6077.0,6582.0,7285.0,7490.0,7745.0,8506.0,9207.0
geoId-NTN,600.0,699.0,750.0,1122.0,1357.5,1820.0,3858.0,3890.0,3695.0,3500.0,1995.0,3575.0,5412.0,5821.0,7112.0,7851.0,7820.0,6953.0,7955.0,8943.0,7093.0,5790.0,7211.0,7099.0,6851.0,6461.0,5977.0,5165.0
