dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,24570.0,25998.0,26257.0,20253.0,16849.0,28978.0,29866.0,28970.0,24445.0,25825.0,25894.0,23758.0,25066.0
