dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,64781.0,60507.0,67531.0,75002.0,91423.0,98726.0,103087.0,132832.0,157234.0,171714.0,173919.0,175627.0,199281.0
