"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-HYN,1009.7,1001.6,973.4,971.3,978.0,975.4,978.9,980.8,982.7,986.1,988.8,990.2,991.1,991.8,992.3,1001.67,1011.47,1022.01,1032.87,1044.17,1055.9,1067.6,1079.3,1090.9,1048.5,1059.36,1070.99,1073.42
geoId-HDG,1475.9,1473.1,1447.7,1416.6,1421.7,1427.1,1431.8,1436.5,1438.5,1420.7,1419.1,1421.6,1415.8,1385.4,1383.1,1386.3,1396.34,1401.76,1400.22,1401.53,1403.0,1406.2,1407.0,1414.3,1302.7,1313.54,1323.6,1328.71
geoId-HPG,1083.8,1092.8,1091.7,1101.4,1104.9,1097.5,1090.2,1081.7,1071.6,1061.2,1049.0,1035.8,1022.5,1008.2,991.9,1004.98,1018.55,1033.98,1045.38,1056.42,1067.6,1077.2,1087.0,1096.2,1106.4,1120.95,1129.19,1136.25
geoId-HGG,,,,,,,,,,635.5,634.3,628.1,627.5,617.9,608.3,602.3,596.23,590.57,584.17,577.62,571.3,565.0,558.3,551.9,534.4,525.73,517.2,524.48
geoId-KHA,613.7,627.0,633.8,648.0,657.9,663.7,669.3,674.3,679.5,683.9,687.1,689.7,693.5,696.8,697.2,696.68,698.8,699.91,701.81,703.06,703.8,705.7,708.1,709.8,711.5,714.56,719.32,722.78
geoId-KGG,1107.2,1133.1,1142.4,1154.2,1174.2,1181.0,1188.1,1195.2,1202.6,1210.2,1217.9,1223.2,1227.4,1231.6,1234.5,1233.7,1233.97,1234.2,1233.88,1233.05,1232.0,1231.8,1232.3,1233.5,1234.9,1237.11,1247.9,1229.03
geoId-KTM,216.0,218.5,211.2,212.9,213.2,223.0,229.7,236.6,243.6,251.0,258.6,264.9,271.7,279.1,287.1,294.63,301.67,309.81,317.6,325.71,334.3,343.1,352.2,361.4,369.7,373.71,383.5,391.41
geoId-LCU,472.6,486.0,497.5,505.5,520.8,541.8,559.7,578.6,577.7,305.7,310.0,313.1,315.9,318.5,318.1,325.32,335.28,343.88,353.78,359.67,365.2,372.4,379.3,386.9,394.8,387.59,393.77,396.81
geoId-LAN,1071.7,1080.0,1085.2,1086.2,1093.6,1110.0,1121.7,1131.3,1140.0,1149.2,1156.8,1164.8,1173.5,1180.2,1185.0,1214.36,1245.35,1285.41,1319.28,1341.39,1355.8,1373.9,1390.5,1406.7,1422.6,1401.13,1409.3,1415.68
geoId-LCI,455.9,465.2,473.0,483.9,494.8,504.2,511.5,518.8,525.5,461.7,461.5,467.2,472.4,477.4,485.4,493.58,494.56,502.78,510.36,518.74,527.2,536.6,546.6,553.8,561.8,549.15,559.99,564.09
