"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-AGG,966.7,978.1,989.1,1001.1,1011.5,1014.1,1020.1,1025.9,1031.6,1035.9,1039.4,1045.0,1049.2,1059.6,1066.9,1054.36,1041.93,1032.14,1019.02,1005.54,993.7,981.5,970.4,958.9,947.1,945.6,948.15,946.15
geoId-BR-VT,354.8,365.8,376.9,388.1,402.8,415.0,429.1,440.5,449.8,460.6,470.0,479.0,486.0,493.0,499.1,509.78,520.61,529.35,539.09,547.58,553.3,560.2,565.3,571.0,578.2,578.97,583.0,587.83
geoId-BDG,309.3,318.7,328.6,338.9,348.7,376.9,408.8,440.0,461.8,496.6,527.0,576.0,626.0,675.0,727.5,781.86,825.13,872.67,917.68,973.21,1022.8,1062.0,1110.9,1175.2,1236.4,1321.72,1308.56,1395.53
geoId-BPC,259.7,273.7,289.2,313.2,336.6,348.0,360.8,373.3,383.0,395.6,406.0,417.0,427.0,436.0,444.3,449.12,456.11,461.75,467.56,472.72,478.9,486.3,491.0,496.9,503.0,509.65,516.24,521.76
geoId-BTN,472.8,485.8,498.8,512.5,524.6,530.9,537.9,545.5,553.4,559.7,564.4,569.6,574.5,583.4,585.7,588.49,591.67,596.34,599.08,600.58,604.9,609.2,612.8,616.5,619.2,623.1,626.97,631.19
geoId-BDH,676.2,685.5,694.8,704.3,711.5,711.6,712.7,713.9,715.4,718.7,719.8,720.9,722.8,725.3,725.1,725.54,726.15,726.4,726.14,726.0,726.9,727.8,729.1,730.7,732.7,732.81,742.87,747.88
geoId-BLU,343.4,346.8,350.7,355.6,361.6,367.1,374.2,380.7,386.5,389.6,398.2,400.6,406.4,413.0,427.3,429.91,432.58,435.36,437.97,440.69,443.4,446.3,449.0,451.7,454.6,457.07,459.49,462.14
geoId-BGG,700.4,716.3,725.2,730.7,739.5,742.6,745.7,749.1,752.8,756.6,760.0,762.9,765.8,771.9,771.8,778.88,788.23,800.02,812.41,821.5,832.5,848.5,869.6,891.1,908.7,925.46,941.82,952.9
geoId-BKN,126.9,129.7,132.5,135.4,138.1,139.1,140.1,141.1,142.1,143.5,144.1,145.2,146.1,147.7,148.5,149.7,150.92,152.16,152.81,153.6,155.1,156.4,157.7,159.0,160.3,161.02,164.71,165.03
geoId-BNH,432.6,439.5,445.4,451.1,456.4,461.6,465.6,469.9,472.0,478.7,481.7,486.8,491.4,498.0,503.9,513.77,527.1,543.31,560.97,579.63,600.4,620.2,640.3,657.8,681.0,699.01,725.24,732.05
geoId-SCC,8432.8,8553.5,8671.5,8796.3,8902.9,8941.0,8984.0,9023.3,9064.3,9109.2,9142.6,9177.7,9206.9,9269.0,9323.1,9389.37,9458.09,9532.12,9604.72,9670.78,9748.9,9830.6,9909.9,9985.8,10062.1,10120.51,10243.78,10315.78
geoId-BTE,618.2,621.4,624.2,626.7,628.7,627.9,626.4,623.6,621.9,620.6,617.5,616.6,615.3,615.5,616.3,617.7,619.14,620.97,622.27,623.47,624.9,626.1,627.8,629.4,630.8,633.1,634.72,640.46
geoId-CBG,237.2,237.3,237.5,237.8,238.6,241.3,242.4,243.6,244.4,246.8,247.4,248.8,249.7,250.6,253.7,254.57,255.55,256.72,257.95,259.2,260.5,261.9,263.2,264.6,265.9,267.01,271.59,272.83
geoId-CMU,512.9,523.3,533.5,544.5,554.5,559.4,565.0,569.9,574.7,579.2,583.5,586.3,589.5,600.3,606.7,606.52,606.32,606.27,606.04,605.83,605.7,605.5,605.3,605.1,604.9,604.74,612.26,617.17
geoId-VNM,35237.4,35857.3,36473.1,37089.7,37662.1,38165.3,38656.4,39112.2,39535.0,40042.0,40521.5,40999.0,41447.3,41956.1,42523.4,43063.34,43619.2,44168.04,44685.77,45212.79,45753.8,46294.7,46848.0,47427.1,48017.7,48625.99,49092.73,49590.24
geoId-CTO,851.1,861.6,871.9,882.2,892.2,898.6,906.0,913.0,919.7,559.7,565.3,570.7,577.6,583.6,589.7,591.5,593.28,595.73,596.85,598.06,599.4,602.4,606.3,608.9,612.9,616.14,619.12,621.65
geoId-GLI,428.9,444.8,460.9,478.1,495.8,518.2,538.1,551.8,556.3,583.8,583.9,611.0,623.7,624.7,643.2,656.99,670.54,682.38,693.79,703.76,715.3,725.5,736.3,749.6,761.7,773.09,787.0,797.9
geoId-HBH,352.6,360.6,368.0,373.8,377.2,381.5,387.7,394.5,401.9,411.1,418.1,426.8,434.0,379.5,390.2,394.39,398.64,402.04,404.49,408.22,413.0,417.5,421.8,424.8,427.8,432.76,438.04,440.7
geoId-HGG,272.0,278.9,284.7,290.9,300.0,306.5,312.7,318.7,324.9,331.2,337.5,343.6,349.0,354.6,363.1,369.14,374.38,381.81,390.61,397.69,406.2,413.0,420.2,427.2,433.6,439.65,448.48,453.17
geoId-HNM,371.9,375.8,379.2,382.3,385.3,385.2,385.0,384.8,385.2,383.6,382.7,382.9,382.2,382.4,383.9,386.79,389.18,392.02,395.58,399.64,404.5,408.7,412.8,416.7,420.6,424.65,431.41,434.81
geoId-HNI,1213.4,1245.6,1278.1,1312.4,1343.8,1384.5,1427.1,1464.9,1500.5,1539.5,1568.0,1596.6,1618.3,3124.9,3180.0,3264.96,3359.81,3444.43,3515.06,3595.78,3672.2,3753.2,3831.5,3920.3,4012.7,4083.48,4132.01,4167.29
geoId-HNI,1091.7,1109.4,1127.4,1143.8,1158.6,1183.8,1205.9,1231.0,1252.7,1276.7,1310.9,1321.7,1336.8,,,,,,,,,,,,,,,
geoId-HTH,611.3,614.5,617.5,620.9,623.9,622.3,620.7,618.6,616.6,621.8,616.4,617.5,615.2,592.4,607.1,609.83,612.17,615.17,618.22,622.37,625.7,628.7,632.8,636.3,641.5,642.16,650.79,658.39
geoId-HYN,496.1,501.6,506.6,512.4,517.6,521.0,524.4,527.1,532.5,533.9,538.8,539.8,542.1,544.3,552.9,559.44,566.23,573.82,580.67,588.08,596.5,604.7,613.2,620.6,628.7,636.39,644.15,648.23
geoId-HDG,785.0,790.3,795.1,799.1,802.0,800.0,802.5,806.5,809.3,813.0,821.7,824.6,827.7,831.4,835.1,844.22,857.84,869.02,876.2,885.52,895.3,906.6,916.8,931.7,942.7,956.47,966.4,975.5
geoId-HPG,790.2,799.6,808.9,818.8,827.3,837.3,845.7,854.0,859.0,868.8,876.6,884.3,892.9,903.1,912.6,923.85,935.61,949.07,958.8,968.2,977.7,985.8,994.0,1001.6,1010.2,1015.65,1024.99,1035.33
geoId-HGG,,,,,,,,,,368.9,368.9,371.2,373.6,377.5,381.4,379.77,378.19,376.91,375.21,373.46,371.9,370.5,368.8,367.4,365.7,367.4,367.4,369.24
geoId-KHA,473.6,483.3,492.8,503.0,512.1,519.1,526.2,532.8,539.9,548.1,552.6,558.7,564.7,570.4,571.9,574.22,578.76,583.3,588.26,590.96,594.5,599.3,604.3,608.9,613.5,617.7,621.4,625.3
geoId-KGG,685.8,702.3,718.7,731.7,740.3,750.6,759.6,768.8,777.0,788.5,800.2,807.6,816.0,834.1,852.2,853.71,855.95,858.19,860.06,861.59,863.0,865.0,867.5,870.5,873.7,876.54,888.98,896.34
geoId-KTM,140.5,145.0,149.6,154.4,159.4,165.1,170.6,176.3,181.6,187.7,193.5,199.2,205.0,209.5,218.7,223.71,228.34,233.76,238.91,244.26,249.9,255.8,261.7,267.7,273.1,278.96,285.4,291.43
geoId-LCU,270.4,277.6,284.4,291.6,300.1,311.7,322.8,334.4,344.6,176.5,179.5,181.3,183.2,186.5,189.9,194.18,200.13,205.26,211.17,214.69,218.0,222.3,226.4,231.0,235.7,238.42,242.28,244.26
geoId-LAN,609.1,617.3,625.7,634.4,642.8,650.4,658.2,664.8,671.2,679.6,683.8,690.9,704.6,709.5,713.3,729.96,747.6,770.64,789.92,802.14,809.7,819.5,828.4,837.1,845.5,855.46,861.5,865.92
geoId-LCI,275.0,281.5,287.2,292.9,298.8,303.3,307.6,312.1,316.0,285.7,289.4,294.5,299.2,304.5,309.9,315.78,321.77,327.84,333.99,340.23,346.6,353.0,359.5,366.1,372.9,380.1,387.09,393.0
geoId-LDG,432.2,450.0,468.4,488.0,507.0,520.1,530.0,538.6,542.8,552.4,563.0,572.8,580.5,589.1,597.3,604.62,611.69,617.63,623.41,629.21,634.6,639.8,645.0,650.2,654.3,659.56,665.68,671.73
geoId-LSN,333.7,338.8,342.6,346.5,350.3,351.1,352.4,353.8,355.6,358.2,359.3,361.1,362.0,363.8,364.9,367.37,370.68,373.81,376.75,379.61,383.3,387.2,390.9,395.6,400.0,403.41,406.85,410.34
geoId-NDH,884.1,893.5,902.0,912.9,921.0,917.9,914.6,911.3,908.5,907.2,901.4,897.4,892.6,887.0,894.6,891.43,888.55,885.86,883.35,881.03,878.9,876.9,875.1,873.5,872.5,872.24,899.37,919.51
geoId-NAN,1340.1,1358.3,1376.5,1395.2,1411.4,1413.6,1416.5,1418.8,1419.1,1420.3,1421.8,1423.1,1424.6,1438.4,1446.8,1464.7,1485.2,1506.14,1525.51,1549.59,1574.1,1597.7,1620.0,1643.9,1669.5,1684.95,1708.42,1711.83
geoId-NBH,409.4,415.3,421.2,426.4,429.3,434.0,435.0,435.6,435.7,436.0,436.3,436.7,440.9,444.3,446.9,449.36,453.11,457.85,462.47,467.2,471.9,476.2,480.6,485.3,490.4,495.99,502.81,505.67
geoId-NTN,230.1,235.2,240.4,245.8,250.3,254.8,259.3,262.6,265.5,268.8,270.4,272.7,274.9,278.4,282.0,282.69,283.35,285.25,286.41,287.65,289.3,291.0,293.2,295.1,296.4,299.88,301.1,303.43
geoId-PTO,592.9,600.0,607.1,614.4,620.8,623.5,626.4,629.1,631.8,635.0,638.2,639.8,641.8,646.2,647.3,653.36,655.58,661.12,669.05,678.85,688.8,697.7,709.9,719.8,729.3,735.6,747.82,756.09
geoId-PYN,365.8,372.1,378.3,385.1,391.6,396.0,400.3,404.5,408.6,412.9,415.2,420.0,422.0,427.1,431.6,432.23,432.86,433.71,434.06,434.37,434.8,436.1,437.2,438.2,439.2,439.7,440.31,441.87
geoId-QBH,368.7,374.8,381.2,387.9,393.6,396.5,399.5,402.8,405.3,408.0,412.6,415.7,417.7,421.5,423.3,424.68,427.13,429.5,432.15,435.08,437.8,440.5,443.3,446.8,449.9,452.85,457.4,460.27
