"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-AGG,1003.4,1012.6,1022.0,1031.4,1043.9,1047.6,1053.7,1059.7,1064.7,1071.5,1078.7,1080.8,1085.1,1083.0,1080.7,1068.08,1055.61,1045.8,1032.6,1019.05,1007.1,994.9,983.8,972.2,960.3,958.93,961.36,959.37
geoId-BR-VT,354.1,364.6,375.8,387.5,402.3,414.9,428.9,440.3,449.3,458.3,468.8,476.7,484.2,490.6,499.4,509.79,520.19,528.49,537.77,545.79,551.0,557.4,562.0,567.3,574.0,588.97,593.08,590.87
geoId-BDG,329.7,339.8,350.4,361.2,372.1,402.5,436.7,470.0,511.3,540.5,582.3,627.7,681.0,727.7,785.0,836.27,874.8,917.04,955.8,1004.63,1046.4,1076.8,1116.2,1170.0,1219.9,1258.83,1288.22,1367.59
geoId-BPC,273.5,277.7,283.4,294.9,315.7,334.9,347.1,359.3,371.6,381.8,393.6,402.0,411.3,422.0,430.7,436.02,443.46,449.61,455.93,461.64,468.3,476.3,481.6,488.1,494.8,501.43,508.1,512.9
geoId-BTN,478.9,490.4,502.3,514.5,526.3,533.0,540.1,547.9,555.2,562.5,568.9,572.5,577.4,578.6,583.7,586.22,589.0,593.25,595.58,596.68,600.6,604.4,607.6,610.8,613.1,616.15,619.33,620.87
geoId-BDH,718.2,727.2,736.5,745.3,753.7,754.5,755.7,756.8,757.7,756.8,758.0,759.2,759.5,760.3,762.3,761.89,761.31,761.11,761.41,761.6,760.8,759.9,758.7,757.1,755.1,755.1,765.46,756.41
geoId-BLU,366.1,369.5,373.5,376.5,376.6,382.6,390.0,396.7,402.6,411.7,414.6,423.2,429.4,434.5,429.5,431.93,434.3,436.78,439.07,441.47,443.9,446.4,448.8,451.2,453.7,456.41,459.02,459.67
geoId-BGG,730.6,735.1,743.1,746.7,756.2,760.1,763.4,766.7,769.8,773.7,777.3,780.1,783.0,782.7,785.1,790.26,797.8,807.75,818.24,825.36,834.4,848.3,867.2,886.5,901.7,916.17,933.42,937.97
geoId-BKN,127.3,129.9,132.7,135.5,138.3,139.3,140.4,141.4,142.3,143.0,144.3,144.8,145.7,145.9,146.1,146.92,147.77,148.64,148.92,149.34,150.5,151.3,152.2,153.1,154.1,155.44,159.01,159.32
geoId-BNH,483.4,485.8,486.3,486.5,486.6,489.0,493.3,497.7,503.3,504.5,509.4,513.0,518.0,520.1,522.6,532.15,545.28,561.37,578.91,597.43,618.1,637.6,657.4,679.6,697.6,720.12,737.71,756.21
geoId-SCC,8768.4,8882.7,9002.5,9116.1,9231.6,9277.3,9321.4,9360.9,9395.3,9429.3,9466.0,9489.7,9522.2,9528.9,9532.6,9597.52,9658.2,9721.72,9787.25,9840.67,9904.8,9971.9,10039.0,10099.3,10158.4,10222.67,10341.13,10345.87
geoId-BTE,663.6,665.4,667.2,668.0,670.4,670.0,668.5,665.4,660.9,657.0,655.7,652.7,649.5,644.1,639.8,641.69,643.52,645.76,647.45,649.04,650.9,652.5,654.6,656.6,658.4,659.29,660.98,657.54
geoId-CBG,252.0,252.1,252.5,252.7,253.5,252.6,253.8,255.1,256.4,256.0,257.5,258.0,258.9,259.9,257.5,257.96,258.46,259.16,259.9,260.67,261.5,262.3,263.2,264.1,264.9,266.07,270.63,270.22
geoId-CMU,528.9,538.3,547.6,557.3,569.0,574.5,580.2,585.4,589.8,595.2,599.4,602.4,605.7,601.4,600.4,599.32,598.18,597.19,596.04,594.9,593.8,592.6,591.6,590.4,589.4,589.16,596.49,590.46
geoId-VNM,36758.1,37299.4,37833.8,38366.6,38934.6,39465.6,39964.1,40425.5,40932.4,41394.4,41870.6,42312.2,42771.2,43162.6,43501.6,44003.93,44526.63,45034.85,45505.65,45990.98,46474.8,46956.0,47438.0,47958.1,48466.3,48956.71,49411.69,49884.17
geoId-CTO,888.6,897.2,906.1,914.2,924.6,932.1,939.7,946.9,953.8,578.4,583.7,589.8,594.4,597.3,598.9,600.8,602.66,605.2,606.38,607.66,609.1,612.2,616.1,618.8,623.0,624.59,627.88,630.7
geoId-GLI,421.8,436.7,451.9,468.0,485.7,508.1,527.5,541.1,562.8,563.3,590.7,589.5,601.8,626.6,637.8,651.86,665.56,677.58,689.18,699.36,711.1,721.6,732.6,746.1,758.4,768.73,782.66,793.14
geoId-HBH,365.9,369.4,373.6,378.0,382.5,389.0,395.6,402.3,409.0,416.0,425.7,431.8,438.8,398.5,396.2,399.83,403.54,406.39,408.25,411.4,415.6,419.5,423.2,425.6,428.0,428.46,433.68,434.68
geoId-HGG,278.3,285.3,293.0,299.5,305.9,312.7,318.9,325.2,331.3,337.8,344.2,349.8,355.9,361.6,362.0,368.62,375.16,381.69,388.34,394.79,400.5,407.4,413.5,419.4,424.5,430.59,438.6,439.55
geoId-HNM,391.8,395.8,400.2,404.3,407.2,408.6,408.2,408.0,407.1,408.3,408.6,407.1,406.2,404.5,402.3,404.62,406.47,408.79,411.86,415.43,419.8,423.5,427.0,430.4,433.8,437.19,443.8,443.24
geoId-HNI,1217.6,1247.3,1277.9,1309.1,1341.2,1383.2,1425.8,1463.4,1499.8,1531.9,1565.4,1588.2,1610.2,3256.9,3292.0,3374.12,3466.0,3547.01,3613.33,3689.76,3761.4,3837.6,3910.7,3994.2,4081.2,4163.06,4198.83,4268.36
geoId-HNI,1207.3,1218.6,1225.6,1229.8,1233.1,1246.4,1269.6,1296.0,1334.6,1372.4,1392.0,1420.7,1436.9,,,,,,,,,,,,,,,
geoId-HTH,636.4,638.7,641.1,643.5,647.2,646.1,644.4,642.2,639.7,630.4,631.4,626.1,623.8,641.6,620.7,622.83,624.54,626.92,629.34,632.88,635.6,638.0,641.4,644.2,648.8,654.46,663.26,665.3
geoId-HYN,537.1,541.0,545.6,549.3,553.8,558.0,561.6,564.4,564.5,570.4,572.2,576.6,579.2,581.9,575.7,579.97,584.52,589.09,594.85,600.57,605.5,610.8,615.6,621.8,627.1,632.7,640.41,642.62
geoId-HDG,824.1,829.2,835.4,842.2,849.0,856.9,860.2,861.6,864.4,867.4,863.8,865.1,867.0,869.4,871.7,878.54,889.99,898.81,903.47,910.27,917.5,926.2,933.8,946.0,954.2,960.3,970.32,971.32
geoId-HPG,818.0,825.4,833.0,840.7,849.4,854.2,862.9,871.3,882.0,889.0,896.8,904.8,913.6,921.0,927.8,939.0,950.58,963.87,973.37,982.51,991.8,999.6,1007.4,1014.8,1023.1,1037.84,1047.39,1052.69
geoId-HGG,,,,,,,,,,380.9,382.6,381.6,381.1,378.8,376.6,375.57,374.54,373.82,372.68,371.49,370.5,369.6,368.5,367.5,366.4,362.38,362.44,360.23
geoId-KHA,485.8,494.7,503.9,513.2,522.8,530.5,537.6,544.4,551.2,555.9,562.4,566.5,572.8,578.9,586.3,587.73,591.48,594.31,596.66,601.19,603.9,607.8,612.0,615.6,619.4,622.74,626.66,628.67
geoId-KGG,706.2,720.0,734.2,748.6,763.9,772.1,781.3,790.8,801.9,810.6,819.6,830.2,838.9,838.2,836.3,837.03,838.5,839.96,841.05,841.81,842.4,843.7,845.4,847.6,850.0,852.33,863.34,855.42
geoId-KTM,139.0,143.3,147.7,152.3,157.2,163.0,168.4,173.9,179.9,186.0,192.5,197.4,203.1,211.0,213.1,218.41,223.28,228.94,234.34,239.96,245.9,252.0,258.3,264.6,270.4,276.68,283.38,288.49
geoId-LCU,265.1,271.9,278.4,285.1,293.5,305.1,315.9,327.2,340.1,174.8,177.2,179.4,181.2,181.4,181.5,187.02,192.75,197.69,203.38,206.77,209.9,214.1,218.1,222.4,227.0,231.39,236.15,237.84
geoId-LAN,641.7,647.8,654.2,660.4,668.3,676.7,684.9,691.7,697.8,702.6,709.6,714.3,713.3,718.7,723.0,739.28,756.48,779.12,797.93,809.56,816.5,825.7,833.9,841.9,849.6,858.2,864.26,868.34
geoId-LCI,275.1,281.3,287.3,293.0,299.7,304.1,309.0,313.6,318.2,288.2,292.0,295.7,299.1,302.0,305.9,311.15,316.38,321.67,327.01,332.41,337.9,343.4,349.0,354.7,360.4,366.25,374.8,377.59
geoId-LDG,424.1,441.4,459.5,478.3,497.6,511.0,520.7,529.1,542.2,552.0,562.5,572.3,580.0,586.3,592.0,598.88,605.55,611.08,616.46,621.85,626.8,631.6,636.4,641.2,645.0,650.23,656.16,660.8
geoId-LSN,345.5,350.4,352.1,353.7,355.6,356.8,358.1,359.4,361.1,362.3,364.8,365.2,366.2,366.9,368.3,368.92,370.23,371.32,372.2,372.98,374.5,376.2,377.8,380.2,382.8,385.3,390.09,391.76
geoId-NDH,936.4,944.5,954.2,961.5,970.9,968.6,965.1,961.5,957.8,952.2,949.6,942.0,937.1,939.1,933.8,930.91,928.26,925.64,923.06,920.52,918.0,915.5,913.1,910.7,908.4,908.09,936.89,957.35
geoId-NAN,1374.8,1394.5,1414.8,1434.2,1453.8,1457.5,1460.5,1462.8,1465.8,1469.7,1473.8,1477.0,1480.6,1473.7,1467.7,1490.03,1510.94,1529.85,1550.87,1566.74,1586.5,1605.4,1626.7,1647.5,1667.7,1680.24,1701.39,1708.16
geoId-NBH,446.1,450.7,453.0,454.7,455.7,452.8,453.7,454.3,455.2,456.2,457.2,457.9,455.2,453.8,452.7,455.01,458.58,463.14,467.56,472.11,476.6,480.7,484.8,489.3,494.1,497.93,504.76,505.08
geoId-NTN,236.4,241.4,246.7,251.9,257.1,261.9,266.5,269.9,272.7,274.7,277.5,278.7,280.9,282.3,283.8,284.18,284.5,286.06,286.88,287.77,289.0,290.5,292.2,293.8,294.7,293.76,294.9,295.25
geoId-PTO,618.8,624.8,630.8,636.4,643.0,646.6,649.6,652.3,654.5,656.7,659.1,661.7,663.8,665.3,669.3,669.29,673.76,679.7,686.2,694.83,703.5,711.3,720.6,729.8,737.1,746.29,759.72,760.83
geoId-PYN,374.5,380.2,386.1,392.0,398.9,403.6,408.1,412.3,416.2,419.1,423.0,424.3,428.3,429.6,430.8,430.91,431.1,431.16,431.22,431.3,431.3,432.1,432.8,433.3,433.9,434.59,435.22,434.7
geoId-QBH,377.4,383.4,389.8,396.0,402.2,405.6,408.6,412.0,414.5,417.0,417.7,418.8,420.8,422.0,421.7,424.78,427.44,430.3,432.87,435.41,437.8,440.2,442.4,444.3,446.7,449.14,453.2,453.6
geoId-QNM,682.9,689.4,695.9,702.4,710.0,713.8,717.0,719.8,722.5,723.7,726.1,727.4,729.3,728.8,729.7,732.71,735.55,738.37,741.28,745.07,748.7,751.7,754.8,757.9,760.9,764.69,771.51,768.91
geoId-QNI,589.5,594.6,599.9,605.0,610.7,611.4,613.1,614.2,615.3,616.8,617.9,618.4,618.7,618.5,617.2,617.74,618.21,618.99,619.46,619.98,620.7,621.2,621.8,622.4,623.0,623.7,629.12,625.55
geoId-QNH,459.9,468.0,476.3,484.7,493.2,501.7,509.1,516.5,524.4,533.9,538.2,547.4,554.0,557.2,561.1,570.04,578.87,587.36,593.07,602.17,609.2,619.1,631.1,640.6,651.1,657.43,664.0,670.22
geoId-QTI,272.7,277.4,282.3,287.2,291.9,293.4,295.0,296.6,296.3,297.6,298.3,299.3,300.4,300.7,303.2,304.54,306.0,307.41,308.9,310.46,312.1,313.8,315.5,317.7,319.4,321.37,326.0,326.92
geoId-STG,591.5,593.7,596.5,599.1,603.8,612.0,620.6,628.0,634.3,640.7,645.2,648.7,654.2,653.8,650.5,645.39,640.39,636.43,630.51,625.62,620.8,616.2,611.4,606.5,601.6,599.84,605.4,591.43
geoId-SLA,403.4,414.3,425.8,438.2,440.1,453.7,464.4,475.2,485.4,494.5,505.3,513.8,522.4,537.5,536.6,545.3,553.64,560.46,566.96,574.33,582.6,590.8,599.5,608.6,617.7,626.07,634.23,640.34
geoId-THA,1707.7,1726.4,1747.1,1763.1,1775.8,1773.4,1771.3,1768.1,1762.8,1756.2,1754.3,1748.7,1742.1,1721.1,1722.0,1726.12,1730.43,1739.81,1755.95,1765.51,1778.9,1794.2,1808.9,1821.0,1826.5,1843.47,1868.35,1863.72
geoId-TBH,917.6,921.1,924.8,928.3,933.4,934.5,935.0,935.3,931.2,930.5,931.2,928.5,926.7,923.4,922.3,925.58,928.89,932.21,935.89,938.98,942.3,945.6,949.0,952.4,955.7,958.84,959.54,961.47
geoId-TNN,512.4,520.6,522.3,523.6,525.6,529.6,533.7,537.4,541.5,544.7,549.1,552.7,556.7,561.9,568.9,572.36,577.78,582.67,586.17,609.87,628.5,634.6,640.7,650.3,659.9,668.94,676.9,683.72
geoId-TTH,508.1,513.5,519.0,524.7,531.5,533.2,535.4,537.3,540.4,543.7,546.8,547.4,550.0,551.1,550.2,552.84,556.72,559.16,561.11,561.93,563.4,565.0,567.6,568.6,570.5,572.35,582.5,582.0
geoId-TGG,818.6,820.6,822.9,825.0,829.3,832.3,835.7,839.1,842.3,845.2,850.5,851.7,855.0,853.3,852.1,852.1,854.37,862.65,868.9,874.38,880.8,886.6,892.5,896.1,899.4,903.67,907.29,906.36
geoId-HCM,2414.2,2467.3,2513.3,2569.9,2629.8,2734.6,2825.1,2909.4,3006.6,3113.6,3218.7,3342.3,3471.3,3592.2,3740.8,3842.0,3946.45,4032.37,4122.01,4199.89,4282.7,4364.9,4446.5,4539.7,4633.4,4702.3,4656.44,4813.35
geoId-NT,4821.3,4891.1,4957.2,5016.7,5077.9,5140.3,5199.4,5258.8,5319.1,5373.7,5436.6,5484.8,5534.9,5538.2,5555.6,5607.67,5667.38,5727.45,5787.85,5867.81,5947.2,6018.9,6095.9,6177.9,6254.0,6329.16,6431.09,6464.88
geoId-TVH,475.2,477.2,479.5,481.8,485.8,487.4,489.0,491.0,492.6,495.3,498.3,500.8,503.5,505.8,509.1,509.37,509.68,510.1,510.35,510.66,511.0,511.4,511.7,512.1,512.4,513.05,517.47,515.94
geoId-TQG,321.9,327.2,332.6,337.2,342.3,345.9,349.0,352.1,354.9,357.2,360.1,361.3,363.1,366.0,361.9,363.99,365.71,367.98,370.2,373.1,376.2,379.6,382.9,386.6,390.3,393.68,398.11,398.16
