"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-AGG,1970.1,1990.7,2011.1,2032.5,2055.4,2061.7,2073.8,2085.6,2096.3,2107.4,2118.1,2125.8,2134.3,2142.6,2147.6,2122.44,2097.54,2077.94,2051.62,2024.59,2000.9,1976.4,1954.2,1931.0,1907.4,1904.53,1909.51,1905.52
geoId-BR-VT,708.9,730.4,752.7,775.6,805.1,829.9,858.0,880.8,899.1,918.9,938.8,955.7,970.2,983.6,998.5,1019.57,1040.8,1057.84,1076.85,1093.37,1104.3,1117.6,1127.2,1138.3,1152.2,1167.94,1176.08,1178.7
geoId-BDG,639.0,658.5,679.0,700.1,720.8,779.4,845.5,910.0,973.1,1037.1,1109.3,1203.7,1307.0,1402.7,1512.5,1618.13,1699.93,1789.71,1873.48,1977.84,2069.2,2138.8,2227.2,2345.2,2456.3,2580.55,2596.79,2763.12
geoId-BPC,533.2,551.4,572.6,608.1,652.3,682.9,707.9,732.6,754.6,777.4,799.6,819.0,838.3,858.0,875.0,885.13,899.57,911.35,923.49,934.37,947.2,962.7,972.6,984.9,997.8,1011.08,1024.29,1034.67
geoId-BTN,951.7,976.2,1001.1,1027.0,1050.9,1063.9,1078.0,1093.4,1108.6,1122.2,1133.3,1142.1,1151.9,1162.0,1169.4,1174.71,1180.68,1189.59,1194.66,1197.26,1205.4,1213.6,1220.5,1227.3,1232.3,1239.26,1246.31,1252.06
geoId-BDH,1394.4,1412.7,1431.3,1449.6,1465.2,1466.1,1468.4,1470.7,1473.1,1475.5,1477.8,1480.1,1482.3,1485.6,1487.4,1487.42,1487.46,1487.51,1487.55,1487.6,1487.6,1487.7,1487.7,1487.8,1487.8,1487.9,1508.32,1504.29
geoId-BLU,709.5,716.3,724.2,732.1,738.2,749.7,764.2,777.4,789.1,801.3,812.8,823.8,835.8,847.5,856.8,861.84,866.87,872.14,877.04,882.16,887.3,892.8,897.7,903.0,908.2,913.48,918.51,921.81
geoId-BGG,1431.0,1451.4,1468.3,1477.4,1495.7,1502.7,1509.1,1515.8,1522.6,1530.3,1537.3,1543.0,1548.8,1554.6,1556.9,1569.14,1586.02,1607.77,1630.65,1646.86,1667.0,1696.9,1736.8,1777.5,1810.4,1841.62,1875.24,1890.93
geoId-BKN,254.2,259.6,265.2,270.9,276.4,278.4,280.5,282.5,284.4,286.5,288.4,290.0,291.8,293.6,294.6,296.62,298.69,300.8,301.73,302.94,305.6,307.7,309.9,312.0,314.4,316.46,323.71,324.35
geoId-BNH,916.0,925.3,931.7,937.6,943.0,950.6,958.9,967.6,975.3,983.2,991.1,999.8,1009.4,1018.1,1026.5,1045.92,1072.38,1104.69,1139.89,1177.06,1218.5,1257.9,1297.8,1337.3,1378.6,1419.13,1462.9,1488.2
geoId-SCC,17201.2,17436.2,17674.0,17912.4,18134.5,18218.3,18305.4,18384.2,18459.6,18538.5,18608.6,18667.4,18729.1,18797.9,18855.7,18986.89,19116.29,19253.84,19391.97,19511.45,19653.7,19802.5,19949.0,20085.1,20220.4,20343.18,20584.91,20661.65
geoId-BTE,1281.8,1286.8,1291.4,1294.7,1299.1,1297.9,1294.9,1289.0,1282.8,1277.6,1273.2,1269.3,1264.8,1259.6,1256.1,1259.39,1262.66,1266.73,1269.72,1272.51,1275.8,1278.6,1282.4,1286.0,1289.1,1292.4,1295.7,1298.01
geoId-CBG,489.2,489.4,490.0,490.5,492.1,493.9,496.2,498.7,500.8,502.8,504.9,506.8,508.6,510.5,511.2,512.54,514.02,515.88,517.85,519.87,522.0,524.2,526.4,528.7,530.9,533.09,542.22,543.05
geoId-CMU,1041.8,1061.6,1081.1,1101.8,1123.5,1133.9,1145.2,1155.3,1164.5,1174.4,1182.9,1188.7,1195.2,1201.7,1207.1,1205.84,1204.5,1203.46,1202.07,1200.74,1199.5,1198.1,1197.0,1195.6,1194.3,1193.89,1208.75,1207.63
geoId-VNM,71995.5,73156.7,74306.9,75456.3,76596.7,77630.9,78620.5,79537.7,80467.4,81436.4,82392.1,83311.2,84218.5,85118.7,86025.0,87067.27,88145.83,89202.89,90191.42,91203.76,92228.6,93250.7,94286.0,95385.2,96484.0,97582.69,98504.42,99474.42
