"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-AGG,368.0,370.9,395.1,398.0,405.3,457.5,472.9,488.8,504.9,521.7,538.9,555.8,573.5,591.7,609.7,609.16,608.65,609.6,608.51,607.11,606.6,605.8,605.6,605.0,602.6,601.64,646.02,644.77
geoId-BR-VT,246.5,271.9,284.9,295.1,337.8,353.0,371.0,388.0,403.0,419.0,435.7,451.3,466.3,481.0,497.8,516.61,535.99,553.68,572.85,591.15,606.8,624.2,639.8,656.7,675.6,672.31,686.87,711.89
geoId-BDG,111.9,129.4,188.0,211.5,241.0,236.0,256.0,275.0,293.0,312.0,333.8,361.7,392.3,420.5,453.0,535.92,1096.63,1152.93,1205.02,1522.34,1587.5,1632.3,1696.9,1875.7,1961.9,2178.17,2189.68,2327.43
geoId-BPC,80.9,84.1,88.6,92.1,103.6,106.0,111.0,116.0,121.0,125.0,129.8,134.1,138.4,142.8,146.8,153.9,162.04,170.08,178.55,187.16,196.6,207.0,216.6,227.3,238.5,243.05,247.54,303.96
geoId-BTN,221.3,226.0,235.1,240.0,246.9,332.0,345.2,359.3,373.9,388.4,402.6,416.3,430.9,446.1,459.5,460.1,461.0,463.03,463.56,464.12,464.8,466.5,467.7,468.8,469.3,472.14,479.85,483.27
geoId-BDH,262.4,268.2,279.2,344.4,353.1,355.0,361.0,367.1,373.4,379.7,386.2,392.7,399.4,406.5,412.5,415.74,418.95,467.51,468.86,470.22,471.5,472.9,474.2,475.5,476.8,599.85,620.81,619.65
geoId-BLU,171.3,172.6,177.2,178.4,181.1,184.7,189.6,194.3,198.7,203.3,207.8,212.2,216.8,221.5,225.6,228.17,230.73,233.37,235.94,238.59,241.3,244.1,246.7,249.5,252.3,253.64,254.94,255.89
geoId-BGG,82.0,83.3,96.1,108.7,111.6,124.3,127.0,129.7,132.5,135.4,138.4,141.2,144.2,147.2,146.0,150.13,154.81,160.1,165.66,186.08,189.1,193.1,198.2,202.9,207.4,333.98,341.66,370.34
geoId-BKN,33.5,34.9,37.0,38.4,40.3,39.9,40.8,41.6,42.5,43.4,44.2,45.1,46.0,46.9,47.3,48.9,50.55,52.26,53.82,55.48,57.5,59.4,61.4,63.5,65.6,71.48,73.11,73.57
geoId-BNH,41.3,46.6,58.5,88.0,88.9,96.4,106.8,118.4,131.1,145.1,160.7,178.1,197.4,218.8,241.5,272.68,279.35,286.35,293.7,327.28,336.1,345.5,355.3,365.6,380.9,446.57,536.15,554.57
geoId-SCC,2837.3,2904.5,3113.0,3256.4,3361.5,3543.1,3642.8,3762.0,3878.2,3987.5,4094.6,4199.6,4309.7,4432.4,4555.2,4718.68,4857.04,4994.12,5106.11,5258.4,5404.7,5487.6,5567.8,5642.6,5745.0,6409.13,6681.29,6775.23
geoId-BTE,97.2,101.2,106.4,107.5,115.7,110.3,112.0,113.6,115.2,116.8,118.6,120.4,122.2,124.0,125.7,125.72,125.79,125.94,125.98,126.01,126.1,126.1,126.2,126.3,126.4,126.66,128.27,133.04
geoId-CBG,50.7,51.2,52.8,53.3,54.0,66.9,67.4,68.1,68.6,68.9,74.2,79.5,79.9,87.6,86.4,98.58,99.46,104.22,105.29,106.34,108.6,111.5,115.5,119.9,124.5,136.01,138.18,138.47
geoId-CMU,175.9,182.7,193.3,200.6,210.5,212.8,217.1,221.1,225.1,229.3,233.2,236.7,240.3,244.0,257.4,258.8,260.2,261.66,263.06,264.48,266.0,267.3,268.8,270.3,271.7,271.11,275.35,275.77
geoId-VNM,14938.1,15419.9,16835.4,17464.6,18081.6,18725.4,19299.1,19873.2,20725.0,21601.2,22332.0,23045.8,23746.3,24673.1,25584.7,26460.52,27678.62,28274.89,28865.08,30272.69,30881.9,31397.0,31928.3,32636.9,33816.6,35867.21,36563.33,37350.5
geoId-CTO,344.0,349.9,362.5,378.0,387.3,399.8,449.8,456.4,667.7,567.3,573.8,584.9,590.6,615.5,783.2,790.17,797.12,805.03,811.19,817.53,824.1,833.0,842.7,850.6,861.3,868.84,876.92,882.86
geoId-GLI,191.8,202.0,219.9,231.3,246.1,262.0,275.5,286.0,296.6,307.8,319.1,330.2,341.3,352.9,366.0,374.41,382.73,390.1,397.25,403.59,410.8,417.4,424.3,432.6,440.3,447.21,458.94,466.73
geoId-HBH,102.9,102.8,104.5,104.3,105.2,106.8,109.3,114.1,121.4,126.2,129.6,130.9,132.3,123.6,117.8,119.57,121.37,122.93,124.2,125.88,127.9,129.8,131.7,133.2,134.7,205.41,208.79,222.63
geoId-HGG,48.5,49.9,52.2,53.2,51.8,66.3,68.5,70.8,73.0,75.4,77.8,80.1,82.5,84.9,91.6,105.19,112.66,114.94,116.88,118.77,120.9,123.0,125.2,127.6,137.2,137.89,140.33,142.35
geoId-HNM,56.0,57.6,60.9,62.3,62.6,49.7,52.2,54.8,57.6,60.5,63.6,66.8,70.0,73.5,74.9,82.7,84.3,86.26,127.25,129.76,133.0,135.6,138.2,140.8,143.3,239.68,244.91,245.96
geoId-HNI,1274.9,1343.1,1455.8,1496.4,1552.1,1603.0,1650.0,1719.5,1830.2,1992.3,2046.1,2077.5,2106.5,2596.2,2652.8,2825.52,2900.37,2972.61,3024.64,3583.51,3650.5,3733.0,3810.0,3904.8,4000.3,4061.06,4095.37,4138.51
geoId-HNI,162.4,169.8,179.0,184.5,192.5,194.5,203.7,211.2,216.8,270.1,278.6,285.7,291.5,,,,,,,,,,,,,,,
