dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2021
geoId-VNM,11.7,12.6,12.8,13.1,13.6,14.2,14.5,15.4,16.2,17.5,18.1,19.0,20.8,23.0,25.0,26.8,27.9,28.0,29.0,29.1,29.1,28.8,29.3,8.6,8.8,8.6,11.1,
