"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-HPG,389.0,390.2,418.8,430.8,464.82,483.0,518.2,562.9,588.0,589.2,612.8,611.9,537.5,531.9,533.6,526.03,541.37,526.86,515.15,487.28,474.74,466.44,446.0,422.41,106.34,117.06,162.23,135.54
geoId-HGG,,,,,,,,,,181.0,175.0,249.8,206.9,183.0,151.4,129.55,117.71,115.46,119.46,124.59,126.91,144.1,149.0,149.33,86.15,102.94,117.11,117.96
geoId-KHA,109.9,117.9,116.3,115.8,119.31,120.1,121.4,128.4,138.7,140.7,138.5,107.2,101.2,106.6,120.2,95.64,108.48,110.17,122.74,131.19,134.33,178.58,166.13,166.53,194.84,214.72,239.13,274.45
geoId-KGG,207.2,200.5,242.3,220.2,263.12,277.0,265.2,296.7,331.0,358.2,383.3,350.8,357.6,331.7,334.5,319.45,327.76,338.77,328.54,334.58,339.74,340.05,340.21,340.33,170.72,173.68,176.94,199.85
geoId-KTM,74.5,103.6,114.0,118.2,120.73,123.9,125.1,106.9,119.7,122.7,122.9,86.4,97.9,111.0,133.3,129.78,120.25,125.16,124.99,130.16,131.75,135.76,132.88,137.39,126.33,140.2,142.49,147.44
geoId-LCU,171.8,178.8,183.5,221.2,220.82,232.4,268.1,275.9,287.3,143.1,155.8,151.8,160.6,179.4,197.6,209.62,203.89,170.43,180.26,188.64,201.07,217.57,228.68,209.4,143.83,166.34,176.9,187.19
geoId-LAN,155.7,180.2,165.6,178.4,183.8,187.1,212.1,213.7,241.1,280.2,335.3,410.2,319.1,310.8,306.3,274.17,266.88,253.98,259.23,263.68,258.33,299.21,224.62,159.09,70.09,81.57,103.19,95.56
geoId-LCI,185.4,194.3,199.9,211.1,219.05,229.1,316.7,326.3,342.9,316.8,334.4,322.0,353.4,382.1,407.5,459.3,422.48,453.3,469.31,483.79,506.06,524.0,514.06,525.28,267.72,274.72,331.73,333.39
geoId-LDG,155.2,169.6,177.3,179.7,183.43,199.0,198.6,240.2,270.5,321.1,339.9,371.6,367.2,359.4,335.1,336.46,345.17,400.14,359.8,364.26,381.52,436.26,420.71,425.96,285.93,279.0,351.39,331.16
geoId-LSN,220.8,229.4,232.3,240.4,257.23,277.5,304.4,315.5,333.6,333.8,350.6,309.7,332.8,372.7,391.3,369.03,333.18,358.4,376.23,339.14,327.1,307.88,305.77,314.62,89.04,98.03,150.57,158.45
geoId-NDH,484.1,490.0,513.9,523.0,537.64,562.7,629.1,675.4,716.2,736.8,775.0,832.2,810.6,798.0,747.1,742.72,744.13,743.47,734.41,783.49,802.29,783.94,756.44,758.41,594.8,640.09,641.05,585.52
geoId-NAN,730.8,741.8,762.6,775.8,794.54,821.7,1093.8,1117.8,1190.4,1215.2,1239.0,1184.6,1182.9,1171.3,1218.3,1169.57,1067.08,1063.05,1014.93,971.88,924.89,895.37,889.33,912.48,763.31,805.32,794.46,821.79
geoId-NBH,248.5,249.4,259.8,262.6,270.49,283.7,323.5,340.5,351.7,361.1,370.1,361.7,365.8,372.3,392.1,399.3,391.95,385.84,352.06,347.28,350.01,465.83,412.98,353.6,164.21,207.96,207.36,212.7
geoId-NTN,60.8,61.9,64.2,66.7,69.9,72.6,65.1,67.8,81.8,99.8,102.0,74.7,68.1,65.8,68.9,57.57,58.16,57.84,71.23,70.28,81.31,91.52,92.23,90.28,73.92,86.99,112.99,128.31
geoId-PTO,377.5,376.1,385.8,398.6,420.6,448.3,471.2,490.4,530.4,542.4,568.0,524.3,552.3,593.0,614.1,665.73,658.72,735.02,756.04,777.76,815.8,967.03,798.92,786.22,531.54,556.64,593.39,655.0
geoId-PYN,179.0,189.5,196.8,202.2,206.44,209.5,164.6,172.7,181.1,187.2,197.0,124.2,129.7,126.5,131.0,126.0,101.32,110.69,107.47,111.81,114.9,104.51,101.73,103.26,91.31,99.37,115.1,128.91
geoId-QBH,262.1,264.2,270.1,267.3,273.01,278.5,281.0,293.7,300.8,317.7,332.8,347.3,359.9,381.5,391.6,388.87,354.22,366.43,355.22,358.63,367.72,352.1,330.55,332.22,199.96,208.96,227.81,237.93
geoId-QNM,437.0,440.1,455.3,459.7,431.9,474.2,501.7,526.5,542.3,555.8,576.5,587.9,578.7,586.3,578.5,574.67,526.12,519.73,488.19,498.14,511.17,475.29,425.51,449.8,198.71,261.85,284.4,293.27
geoId-QNI,349.1,376.6,369.1,354.2,386.08,402.7,482.5,517.4,539.5,562.8,576.6,522.7,522.7,502.8,512.2,508.4,487.58,487.18,464.7,458.13,452.78,437.95,401.75,401.86,370.69,375.55,374.96,387.75
geoId-QNH,237.5,250.8,257.2,258.9,271.45,289.2,305.0,328.2,355.4,366.4,374.9,304.1,357.7,362.4,348.2,354.45,330.83,360.49,374.19,374.92,406.92,417.52,423.79,430.98,242.14,246.86,248.41,252.1
geoId-QTI,153.6,161.3,174.2,172.0,136.2,185.6,211.5,222.8,226.8,242.4,253.9,253.9,236.7,221.7,235.7,251.58,229.1,235.19,239.03,268.72,274.84,286.86,248.42,243.19,93.36,153.76,177.79,243.97
geoId-STG,180.8,189.3,200.2,204.9,218.16,224.7,226.4,236.3,256.1,273.8,277.2,303.0,257.8,257.8,291.4,266.97,279.95,317.2,296.41,300.47,297.95,316.05,279.7,261.08,99.79,125.49,131.64,164.43
geoId-SLA,311.0,317.6,330.9,333.9,336.48,340.4,419.7,431.1,441.0,452.9,476.0,384.5,405.1,460.8,481.8,523.83,544.26,574.25,463.66,514.36,540.31,609.02,603.45,582.54,495.89,518.24,524.94,548.07
geoId-THA,963.0,977.3,998.4,1009.3,1037.68,1088.1,1114.9,1290.2,1359.1,1351.0,1369.7,1343.3,1334.8,1149.6,976.0,874.46,829.96,854.75,887.62,888.11,883.05,945.3,785.12,813.79,628.11,820.84,842.72,887.99
geoId-TBH,521.6,502.3,540.9,582.1,616.82,690.8,778.3,794.6,905.9,1015.1,1133.8,1055.0,1042.1,1023.1,1111.1,1131.15,1118.26,1099.09,1061.52,1040.02,1041.29,1048.09,980.97,1000.59,620.98,571.22,571.89,591.86
geoId-TNN,258.4,321.9,326.1,335.9,339.11,348.1,430.4,448.3,465.9,502.4,519.3,497.4,509.0,529.2,560.0,577.52,516.64,544.82,550.04,566.18,598.0,745.23,680.99,706.0,429.62,591.81,439.6,429.34
geoId-TTH,191.8,198.3,201.4,198.9,113.06,203.2,244.4,245.1,252.4,259.6,264.8,270.5,266.8,232.4,242.6,246.96,232.94,230.1,198.98,201.71,202.17,205.65,179.29,178.81,66.61,100.77,104.2,114.9
geoId-TGG,365.8,384.3,383.4,384.2,406.25,429.1,437.6,464.6,486.4,495.4,517.8,553.2,561.2,520.8,549.5,553.41,565.06,575.55,584.16,595.23,602.63,715.86,582.17,476.25,264.95,248.45,246.86,291.9
geoId-HCM,183.5,183.8,194.3,190.2,190.88,211.7,194.1,211.5,221.9,221.1,235.6,301.0,317.5,296.5,307.0,293.0,310.0,324.0,287.0,277.0,308.0,282.0,303.0,309.0,197.36,199.78,164.31,164.23
geoId-NT,3359.9,3434.1,3552.9,3750.8,3901.89,4088.1,4589.9,4730.1,4979.6,5200.9,5446.4,5338.6,5558.6,5927.4,6317.2,6626.58,6424.78,6758.26,6721.1,6938.3,7203.78,7765.55,7187.96,7285.63,5114.35,5556.35,5518.91,5735.97
geoId-TVH,163.4,192.8,195.5,202.3,208.08,225.2,232.0,282.5,307.8,349.6,370.5,351.5,380.9,367.9,409.4,421.82,430.24,438.28,376.79,328.73,342.17,410.47,320.59,319.62,94.78,148.09,236.2,249.87
geoId-TQG,217.9,225.7,235.7,243.3,256.45,266.1,276.4,293.5,315.0,330.6,343.0,364.3,418.1,441.1,485.4,519.63,427.5,476.32,498.97,527.26,562.29,595.73,584.34,596.03,546.18,506.53,518.09,530.86
geoId-TNN,783.0,873.0,905.2,948.0,1030.39,1122.8,1111.6,1191.2,1329.8,1488.7,1590.5,1386.2,1451.3,1557.2,1636.0,1632.28,1711.68,1817.14,1782.3,1812.43,1834.23,2025.28,1832.73,1881.49,1544.33,1562.24,1912.2,2083.06
geoId-TNH,90.8,91.8,110.4,107.4,113.34,120.4,118.0,130.7,156.3,184.5,209.6,208.7,223.1,223.7,234.8,210.51,210.78,212.67,191.49,194.86,195.56,191.86,171.84,177.19,171.49,146.96,158.57,188.92
geoId-VLG,187.3,197.4,211.8,217.5,234.68,245.7,256.9,269.0,285.2,300.9,315.0,288.0,304.2,310.4,331.2,353.2,308.05,306.01,318.49,342.02,358.34,371.53,334.17,374.66,194.7,214.21,200.53,179.11
geoId-VPC,347.1,345.3,369.5,385.9,399.92,461.8,432.8,466.8,496.2,520.5,549.0,555.0,551.6,490.5,533.9,548.73,498.05,480.11,488.6,509.52,547.74,688.32,643.26,636.69,383.91,449.84,476.69,492.81
geoId-YBI,226.6,237.7,245.2,257.9,268.1,283.0,296.1,307.3,321.2,336.8,354.4,358.4,376.0,397.8,422.6,449.01,426.83,454.31,473.98,505.04,519.34,549.77,502.43,521.94,367.42,422.72,445.32,471.8
geoId-DBN,,,,,,,,,,199.8,210.6,220.7,232.3,245.3,262.9,276.83,289.26,298.57,315.61,334.2,351.69,369.53,383.51,402.22,285.11,290.82,280.59,293.04
geoId-DNG,86.0,92.0,103.3,101.4,89.38,107.4,106.6,108.8,108.5,111.0,94.9,76.6,63.1,56.5,72.8,63.99,58.57,60.29,72.29,70.99,68.24,68.41,66.0,61.0,56.6,45.9,27.42,27.54
geoId-ST,899.9,1001.0,1081.4,1137.2,1233.94,1365.2,1374.5,1560.2,1748.2,2042.5,2247.6,2431.0,2369.3,2372.7,2611.6,2484.88,2801.72,2836.82,2881.54,3047.21,3364.52,3745.32,3788.52,4511.97,3771.68,3989.84,4263.81,4864.91
geoId-DLK,315.1,344.9,357.8,382.0,442.45,497.9,507.7,549.9,622.6,589.9,643.7,502.1,541.9,624.4,682.6,658.03,705.38,701.51,732.11,724.99,751.89,870.62,734.07,769.82,686.82,728.71,781.97,849.86
geoId-DNG1,,,,,,,,,,117.3,124.9,97.6,117.7,127.4,131.4,133.82,149.59,180.35,135.24,136.11,123.98,125.15,171.15,164.75,171.36,169.49,229.05,203.69
geoId-MRD,2376.8,2542.1,2591.6,2593.6,2797.21,2976.6,2946.1,3151.6,3448.6,3713.8,3828.6,3982.0,3784.8,3630.1,3730.8,3750.1,3772.53,3788.13,3604.27,3592.48,3677.98,3566.07,3716.86,3534.51,1685.94,1870.16,2079.65,2280.07
geoId-RRD,4516.8,4587.0,4871.8,5053.9,5322.62,5687.7,6226.8,6635.3,7113.0,7264.9,7795.5,7472.9,7248.2,7334.2,7444.0,7300.96,7092.22,6941.18,6863.45,6944.08,7217.3,8100.39,7525.53,7392.73,4178.9,4552.56,4789.99,4812.53
geoId-DNI,348.6,424.7,456.8,487.5,537.22,580.8,575.5,681.1,771.5,966.7,1140.1,1235.2,1105.2,1084.2,1225.7,1119.82,1329.33,1306.49,1337.71,1499.94,1689.91,2028.97,1978.13,2518.01,1817.62,1862.44,2043.63,2154.51
geoId-DTP,151.3,167.7,172.6,176.5,186.86,186.5,214.3,227.4,272.2,304.0,317.3,322.4,310.6,299.5,290.7,272.6,274.11,274.51,252.62,242.05,242.93,243.95,251.13,259.94,72.49,77.23,90.84,101.36
