dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,248.1,283.7,391.6,382.0,482.0,733.9,931.1,722.2,749.4,976.2,912.7,980.9,1232.1,1060.9,1183.0,1218.0,1260.0,1735.5,1301.2,1691.1,1341.2,1341.2,1566.3,1877.0,1658.0,1565.4,1562.1,1777.5
