dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,11.4,9.6,8.5,9.2,8.4,10.1,12.1,12.1,10.8,9.1,8.4,8.4,7.7,7.2,7.5,7.0,6.3,5.3,5.1,5.2,4.1,4.0,3.9,3.6,3.2,3.0,2.6,2.9
