dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,442.1,481.5,576.4,604.1,648.0,671.4,740.6,798.1,826.7,952.0,205.3,9.3,174.7
