dia phuong,2010,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,876.0,1434.9,1144.6,1753.9,2778.0,6505.2,8948.4,9398.0,13001.9,16606.6
