dia phuong,2010,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,6794.1,8142.1,4368.1,2991.3,3729.1,3172.1,2879.0,2275.0,2493.3,2849.7
