dia phuong,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,1001.1,1386.8,1323.1,1598.1,2097.3,2284.5,2972.2,3247.8,3638.8,4950.4,4750.7,6346.6,6628.5,4459.8,4803.1,4899.2,4958.7,5101.92,5372.96,1528.89,279.0,1063.6
