dia phuong,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,2009.0,2430.4,2633.2,3302.1,4761.2,5304.7,7712.0,8409.6,10278.4,15539.3,18091.6,18852.9,24820.6,27799.4,30444.1,32530.3,36111.8,40371.2,44669.9,16492.03,8998.84,35453.39
