dia phuong,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,464.9,557.0,758.7,954.5,1598.8,1937.3,3323.3,3735.3,4970.7,9366.8,11096.5,10333.0,15682.4,20003.6,22452.5,23996.2,27091.7,30524.78,34409.84,13256.0,8261.5,31799.9
