dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,3268.5,3860.4,5425.5,6016.6,7432.4,9932.1,11427.3,14568.1,18335.8,23780.8,28907.8,34097.8,37439.6,34822.1,39047.5,44711.5,48524.6,54383.3,59202.2,67019.3,38604.61,23690.44,57789.32
