dia phuong,2010,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,5123.6,7995.9,6519.3,8001.7,8699.4,9219.9,7690.3,7761.2,8897.6,9387.0
