dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,30.0,40.0,40.0,75.0,141.0,150.0,152.0,167.0,185.0,195.0,200.0,202.0,206.0,213.0,218.0,192.0,192.0,202.0
