dia phuong,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,21.2,21.2,22.8,24.5,28.7,33.5,43.0,44.2,48.35,60.26,61.31,54.79,63.15,71.93,73.7,73.8,75.0,75.6,77.02,80.37,91.81,89.69
