dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,63.2,76.3,89.0,87.1,80.5,86.7,119.4,127.6,156.8,176.2,167.9,188.2,185.2,207.3,210.6,305.6,299.2,342.9,363.4,425.0,474.4,557.9,580.2,735.11,710.4,2203.73,6444.29,4555.01
