dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,2064.2,2424.1,2691.9,3158.1,3283.8,3779.5,4051.6,4117.6,4432.0,5277.6,6345.7,7509.2,9191.7,12164.3,11514.6,13432.5,17442.9,18812.6,18561.2,21546.6,20339.5,22041.2,25397.1,26142.0,25000.9,24909.1,27451.4,30868.1
