dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,11.1,11.1,10.3,8.4,9.5,13.6,12.1,11.0,10.7,12.5,14.6,14.9,13.9,15.3,10.7,9.6,11.7,10.1,7.7,7.0,4.7,4.4,5.2,6.5,6.3,4.9,5.0,7.5
