dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,10.8,7.6,5.0,3.2,3.6,2.1,3.0,3.6,3.8,2.9,3.7,3.7,3.7,3.9,4.5,5.0,4.5,4.1,4.1,3.7,3.6,4.0,3.5,4.6,5.3,5.6,5.2,6.4
