dia phuong,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,49.9,57.1,50.2,48.4,44.0,43.1,38.5,38.6,35.4,31.86,26.26,33.66,26.71,16.04,15.8,15.0,13.7,12.64,12.03,9.27,3.1,3.0
