dia phuong,2010,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,59634.7,132878.0,149929.6,164668.6,201652.2,230764.4,252428.9,271042.9,323592.2,350197.8
