dia phuong,1995 -1996,1996 - 1997,1997 - 1998,1998 - 1999,1999 - 2000,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,108.6,108.2,110.3,110.0,106.7,108.1,108.7,107.0,106.8,104.2,102.6,101.5,100.8,99.8,100.1,99.7,98.6,101.0,100.1,99.0,100.3,99.2,98.4,96.1,96.6,100.9,99.5
