dia phuong,1995 -1996,1996 - 1997,1997 - 1998,1998 - 1999,1999 - 2000,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,4312.7,4839.7,5204.6,5514.3,5694.8,5863.6,6259.1,6429.7,6569.8,6616.7,6371.3,6152.0,5803.3,5468.7,5163.2,4945.2,4926.4,4869.8,4932.4,5098.8,5138.7,5235.5,5373.6,5455.9,5599.9,5910.4,5927.4
