dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,9.3,11.0,13.0,14.7,17.2,20.7,23.4,26.3,29.7,33.6,33.6,35.8,36.7
