"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-THA,34.0,34.4,27.7,27.1,27.9,24.4,24.1,22.0,19.1,17.8,16.3,15.6,15.8,13.7,12.5,11.5,11.5,10.4,9.7,8.9,8.3,7.4,7.5,6422.0,6635.0,6327.0,5954.0,5346.0
geoId-TBH,9.7,10.5,9.5,8.6,9.9,8.9,7.4,6.4,5.4,4.2,4.4,4.3,5.1,4.4,3.5,3.6,3.8,4.0,3.2,3.5,3.5,3.2,2.9,3242.0,3504.0,3416.0,3095.0,2701.0
geoId-TNN,10.8,11.1,10.4,10.3,11.3,11.8,12.4,12.4,11.3,10.1,9.3,9.4,8.7,7.9,6.9,7.1,7.3,6.3,6.1,5.3,5.2,4.5,4.3,3642.0,3498.0,3231.0,2906.0,2717.0
geoId-TTH,7.7,7.0,6.7,6.2,6.0,4.4,5.3,5.1,4.9,4.9,4.7,4.6,4.7,4.3,4.2,4.3,4.1,4.1,3.8,3.4,3.2,3.0,2.7,1914.0,1728.0,1254.0,710.0,663.0
geoId-TGG,0.9,0.9,0.7,0.7,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.1,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.4,0.4,444.0,434.0,432.0,341.0,174.0
geoId-HCM,0.3,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,,,,0.1,0.1,0.0,54.0,33.0,30.0,23.0,16.0
geoId-NT,51.6,51.6,45.7,45.7,50.6,49.0,52.2,52.7,50.7,47.5,43.3,44.7,44.2,41.4,38.1,38.9,37.3,34.7,34.9,33.4,33.3,31.3,31.4,29366.0,27732.0,26032.0,24708.0,22543.0
geoId-TVH,1.8,2.1,2.4,2.1,1.9,1.8,1.7,2.1,1.6,1.8,1.9,2.3,1.9,1.8,2.1,1.8,1.8,1.8,1.6,1.5,1.4,1.2,1.2,1206.0,1134.0,1202.0,1217.0,1313.0
geoId-TQG,1.8,2.3,1.8,2.6,4.9,2.4,4.3,3.5,4.2,4.7,3.8,3.6,4.4,4.5,3.9,4.3,3.8,2.9,3.6,3.5,3.8,3.2,3.2,3095.0,2648.0,2179.0,2496.0,2057.0
geoId-TNN,11.9,11.3,11.0,9.9,9.4,9.3,8.4,9.9,10.1,10.1,10.4,12.3,12.3,13.0,14.0,14.1,14.1,14.0,13.9,13.7,14.5,16.7,17.8,19047.0,22270.0,22784.0,21099.0,22699.0
geoId-TNH,,,,,,,1.6,,0.2,0.2,0.2,0.1,0.2,0.6,0.4,0.4,0.5,0.3,0.2,0.0,0.0,0.0,,6.0,260.0,66.0,28.0,1.0
geoId-VLG,1.9,2.1,2.2,2.4,2.5,2.5,2.8,4.2,3.8,4.9,5.2,6.0,6.1,5.0,5.1,5.8,8.5,11.8,10.1,11.9,11.3,11.0,13.8,14718.0,13843.0,12803.0,8444.0,992.0
geoId-VPC,8.0,7.9,7.5,7.6,7.9,7.8,8.0,6.3,6.0,5.1,4.6,4.3,3.7,3.2,1.8,3.1,2.8,2.6,2.5,2.7,2.6,2.2,2.1,2276.0,2216.0,2063.0,1779.0,1697.0
geoId-YBI,1.2,1.2,1.3,1.4,1.8,2.5,2.5,2.2,2.5,2.4,2.4,2.9,2.9,2.9,2.9,2.7,2.4,2.8,2.8,2.8,3.0,3.1,3.1,3004.0,3040.0,3254.0,3200.0,3202.0
geoId-DBN,,,,,,,,,,0.4,0.5,0.5,0.4,0.4,0.5,0.6,0.5,0.6,0.6,0.7,0.6,0.6,0.6,633.0,490.0,446.0,388.0,358.0
geoId-DNG,4.4,4.4,3.4,2.1,1.8,1.4,1.5,1.5,1.3,0.9,0.4,0.7,0.5,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,273.0,273.0,264.0,255.0,231.0
geoId-ST,4.0,2.7,3.7,3.5,3.7,3.9,4.6,2.9,2.7,2.7,2.4,2.0,2.0,2.1,2.1,2.0,1.9,1.4,1.3,1.0,1.3,1.5,1.4,1515.0,1788.0,1058.0,1117.0,935.0
geoId-DLK,4.9,4.0,3.9,3.7,3.5,3.6,3.1,4.0,4.4,3.5,3.0,3.1,3.6,3.6,3.7,3.4,3.2,3.3,3.0,2.8,3.2,4.8,5.8,6895.0,7669.0,8507.0,7074.0,7358.0
geoId-DNG1,,,,,,,,,,1.2,2.4,4.5,4.1,4.8,6.0,6.6,7.1,7.1,7.9,7.4,8.1,8.0,7.0,7037.0,6844.0,7000.0,6619.0,6608.0
geoId-MRD,11.5,12.3,10.6,10.5,10.7,9.9,10.1,12.5,10.7,12.1,12.1,13.4,13.8,12.7,14.2,14.9,17.9,22.4,19.8,23.1,21.4,19.8,23.6,23966.0,22702.0,20766.0,16092.0,5770.0
geoId-RRD,79.9,84.3,73.7,66.7,74.4,70.9,61.1,59.9,54.5,46.7,42.8,39.0,36.5,32.3,22.8,27.0,26.1,24.1,22.4,21.3,21.2,18.7,17.4,16966.0,16478.0,14965.0,13271.0,12889.0
geoId-DNI,1.0,,1.2,1.2,1.3,0.9,0.8,0.7,0.5,0.4,0.3,0.2,0.3,0.3,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3,445.0,460.0,285.0,216.0,229.0
geoId-DTP,1.0,1.4,0.8,0.8,0.6,0.3,0.2,0.4,0.4,0.5,0.4,0.7,0.7,0.5,1.2,1.0,1.7,2.4,2.9,4.5,3.6,2.7,3.8,3639.0,3737.0,3452.0,3561.0,713.0
