dia phuong,1995 -1996,1996 - 1997,1997 - 1998,1998 - 1999,1999 - 2000,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,5902.0,6340.0,6258.0,7161.0,7417.0,7741.0,8096.0,8396.0,8745.0,9041.0,9383.0,9635.0,9781.0,9902.0,10064.0,10143.0,10243.0,10290.0,10290.0,10293.0,10312.0,10155.0,10091.0,9551.0,9047.0,8820.0,8744.0
