dia phuong,1995 -1996,1996 - 1997,1997 - 1998,1998 - 1999,1999 - 2000,2000 - 2001,2001 - 2002,2002 - 2003,2003 - 2004,2004 - 2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,21049.0,21754.0,22664.0,23414.0,24012.0,24692.0,25225.0,25825.0,26352.0,26817.0,27227.0,27593.0,27898.0,28114.0,28408.0,28593.0,28803.0,28916.0,28977.0,28922.0,28951.0,28791.0,28710.0,27723.0,26589.0,26347.0,26247.0
