dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,791.0,821.0,825.0,836.0,833.0,835.0,836.0,842.0,842.0,856.0,878.0,903.0,956.0,974.0,1002.0,1030.0,1040.0,1042.0,1069.0,1063.0,1071.0,1077.0,1085.0
