dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,1150.0,1131.0,1106.0,1108.0,1024.0,936.0,928.0,912.0,930.0,881.0,880.0,847.0,829.0,781.0,682.0,622.0,620.0,631.0,636.0,635.0,630.0,609.0,579.0
