dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,103.0,98.3,97.8,100.2,92.4,91.4,99.1,98.3,102.0,94.7,99.9,96.3,97.9,94.2,87.3,91.2,99.7,101.8,100.8,99.8,99.2,96.7,95.1
