dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,103.0,120.0,121.0,119.0,112.0,92.0,71.0,76.0,77.0,53.0,53.0,51.0,51.0,40.0,43.0,44.0,59.0,59.0,60.0,61.0,61.0,62.0,60.0
