dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,100.1,102.7,100.8,100.6,100.3,101.6,101.1,100.1,100.5,100.7,100.9,100.6,101.7,100.6,100.6,100.4,100.2,100.0,100.1,100.5,100.0,99.9,100.2
