dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,100.2,101.9,100.4,100.5,99.5,98.9,100.4,99.4,100.5,99.9,100.7,99.9,101.6,100.2,99.9,100.1,100.3,100.1,100.3,100.4,100.0,99.8,99.9
