dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
geoId-VNM,,,,,,98.5,93.8,96.7,93.2,98.2,92.6,98.0,83.7,92.7,89.5,97.1,90.9,106.7,100.0,100.0,100.0,93.9,93.5
