dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,73.56,94.23,100.0,111.83,124.84,132.67,141.82,147.84,155.74,154.96,157.47,162.52,162.78,162.46,166.66
