dia phuong,2005,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,55.72,90.57,100.0,112.13,120.33,124.85,128.99,131.42,133.11,136.73,139.11,141.87,142.94,142.57,147.49
