dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,367.0,257.0,89.0,9.0,,12.0
geoId-VNM,2003,376.0,259.0,94.0,11.0,,12.0
geoId-VNM,2004,384.0,262.0,99.0,13.0,,10.0
geoId-VNM,2005,384.0,259.0,102.0,15.0,,8.0
geoId-VNM,2006,389.0,259.0,105.0,18.0,,7.0
geoId-VNM,2007,393.0,259.0,107.0,20.0,,7.0
geoId-VNM,2008,397.0,262.0,107.0,20.0,,8.0
geoId-VNM,2009,397.0,262.0,106.0,20.0,,9.0
geoId-VNM,2010,402.0,263.0,109.0,21.0,,9.0
geoId-VNM,2011,408.0,267.0,111.0,21.0,,9.0
geoId-VNM,2012,414.0,267.0,117.0,23.0,,7.0
geoId-VNM,2013,413.0,267.0,117.0,23.0,,6.0
geoId-VNM,2014,417.0,268.0,118.0,24.0,,7.0
geoId-VNM,2015,413.0,263.0,118.0,25.0,,7.0
geoId-VNM,2016,412.0,260.0,120.0,26.0,,6.0
geoId-VNM,2017,409.0,257.0,120.0,26.0,,6.0
geoId-VNM,2019,389.0,236.0,113.0,25.0,7.0,8.0
geoId-VNM,2020,372.0,222.0,109.0,24.0,8.0,9.0
geoId-VNM,2021,370.0,221.0,105.0,23.0,10.0,11.0
